num_personas_hogar,area_vivienda_m2,num_electrodomesticos,horas_uso_ac,estrato_social,mes,consumo_kwh,nivel_consumo
6,132.8,6,7.5,C,Septiembre,339.8,alto
3,141.5,6,8.2,C,Abril,342.5,alto
2,33.8,3,9.7,A,Agosto,241.6,normal
1,51.2,12,5.5,C,Abril,272.4,normal
3,73.5,5,11.8,C,Septiembre,346.6,alto
1,154.5,7,11.6,C,Marzo,331.8,alto
6,231.5,3,11.9,B,Octubre,440.5,alto
2,116.4,10,0.6,B,Octubre,214.9,normal
2,33.8,11,2.0,B,Enero,181.6,normal
3,264.3,3,7.8,D,Agosto,324.4,alto
1,205.6,9,4.0,b,Junio,277.2,normal
4,294.4,5,2.8,B,Abril,316.4,alto
4,69.9,6,2.2,B,Abril,218.5,normal
7,57.2,3,3.1,C,Diciembre,227.7,normal
4,277.8,14,2.4,C,Diciembre,337.4,alto
1,255.3,3,10.4,C,Agosto,342.3,alto
4,228.3,5,10.8,A,Septiembre,407.5,alto
6,199.4,7,9.2,D,Junio,399.9,alto
1,171.2,4,9.7,B,Junio,286.4,normal
1,,7,0.6,D,Septiembre,139.8,normal
7,91.6,2,7.6,B,Julio,337.5,alto
4,90.9,11,1.2,B,Mayo,277.3,normal
5,214.5,10,5.4,D,Abril,347.4,alto
2,118.2,14,9.2,C,Febrero,352.7,alto
1,282.4,4,6.9,C,Marzo,318.3,alto
7,188.2,5,1.6,D,Septiembre,260.8,normal
1,,9,4.4,C,Marzo,255.7,normal
2,,5,3.7,C,Agosto,270.1,normal
6,289.2,10,6.9,B,Noviembre,462.6,alto
2,150.2,5,5.0,A,Noviembre,253.7,normal
5,,8,1.5,D,Marzo,295.9,normal
2,114.1,14,7.6,D,Abril,346.5,alto
3,,8,11.7,C,Marzo,379.4,alto
1,,9,,D,Abril,399.1,alto
2,158.7,12,0.5,C,Junio,241.8,normal
6,85.7,12,1.3,A,Abril,324.3,alto
4,77.4,9,,A,Octubre,347.0,alto
5,243.4,11,6.8,C,Diciembre,389.8,alto
1,54.4,13,9.2,C,Febrero,309.0,alto
5,182.3,9,3.9,B,Agosto,329.2,alto
7,58.1,5,,B,Junio,290.5,normal
6,204.3,6,8.4,C,Octubre,382.4,alto
2,101.2,5,10.5,D,Diciembre,320.3,alto
2,147.7,10,1.3,C,Mayo,223.5,normal
2,143.1,12,9.5,B,Enero,360.9,alto
3,,7,9.4,C,Junio,342.7,alto
4,153.8,3,2.5,C,Diciembre,235.4,normal
7,73.0,13,7.3,B,Noviembre,424.8,alto
4,108.9,10,9.1,B,Abril,371.2,alto
5,219.6,14,11.9,C,Noviembre,3468.6223989729915,alto
4,46.2,3,,C,Octubre,198.9,normal
4,138.1,14,,C,Octubre,291.7,normal
4,130.1,14,7.6,D,Noviembre,355.3,alto
4,,5,7.6,C,Junio,304.4,alto
6,297.5,6,8.0,D,Junio,423.1,alto
5,198.3,3,10.0,D,Septiembre,417.7,alto
7,137.9,12,8.9,D,Julio,451.2,alto
3,108.2,6,6.7,C,Agosto,261.6,normal
5,270.9,2,10.6,C,Marzo,408.3,alto
2,,12,6.1,D,Octubre,313.3,alto
4,196.5,14,4.9,C,Abril,363.4,alto
1,170.5,3,3.4,D,Febrero,193.5,normal
4,121.8,5,4.4,B,Febrero,291.5,normal
6,233.3,7,9.0,A,Mayo,443.3,alto
5,136.2,9,9.3,C,Octubre,377.4,alto
2,267.3,14,6.2,d,Marzo,386.4,alto
1,164.4,7,4.3,D,Enero,229.5,normal
1,69.2,11,7.6,D,Marzo,247.1,normal
3,275.0,3,10.0,C,Enero,393.2,alto
7,87.5,5,5.5,B,Febrero,323.1,alto
1,101.2,7,6.2,D,Septiembre,211.3,normal
5,117.1,6,6.0,C,Diciembre,290.7,normal
4,108.7,8,0.6,C,Julio,185.4,normal
7,39.8,7,8.7,D,Junio,360.8,alto
5,180.6,13,8.0,A,Noviembre,414.5,alto
7,229.3,13,11.9,C,Mayo,566.8,alto
7,141.6,5,11.8,C,Julio,396.4,alto
1,,14,9.5,C,Junio,433.5,alto
5,240.8,3,1.3,A,Noviembre,276.4,normal
2,,11,,C,Octubre,259.2,normal
6,125.9,8,9.4,C,Agosto,424.3,alto
4,82.0,9,7.3,B,Mayo,329.5,alto
7,182.0,2,3.7,C,Diciembre,306.3,alto
2,187.8,2,7.8,C,Febrero,239.7,normal
4,283.2,2,1.0,B,Abril,237.1,normal
4,283.0,10,2.2,C,Noviembre,316.2,alto
4,,3,9.9,C,Marzo,339.0,alto
7,173.9,7,11.9,A,Noviembre,496.2,alto
7,198.8,3,1.1,C,Octubre,276.0,normal
2,247.1,10,12.0,C,Marzo,433.5,alto
7,88.3,13,3.6,B,Mayo,366.2,alto
5,42.2,10,3.1,C,Noviembre,293.0,normal
3,119.1,14,9.7,A,Marzo,361.1,alto
3,88.4,11,8.9,B,Mayo,352.8,alto
3,160.2,10,2.4,B,Septiembre,266.0,normal
6,120.4,6,5.9,D,Diciembre,300.4,alto
1,200.6,8,7.1,C,Enero,274.2,normal
1,119.3,7,5.2,C,Febrero,201.0,normal
1,121.0,6,6.7,C,Octubre,282.9,normal
4,,6,2.9,B,Octubre,260.2,normal
2,227.3,13,3.8,B,Julio,301.6,alto
3,176.4,6,7.9,D,Diciembre,312.7,alto
4,,3,2.5,B,Febrero,247.2,normal
6,142.5,6,1.8,B,Enero,285.7,normal
6,290.9,3,3.6,B,Febrero,355.8,alto
4,254.9,13,10.2,D,Diciembre,436.7,alto
1,163.0,8,4.2,B,Diciembre,272.9,normal
5,78.6,9,12.0,C,Agosto,402.7,alto
6,87.4,11,1.2,B,Abril,308.8,alto
5,142.5,14,7.3,D,Abril,419.0,alto
5,82.5,13,9.0,B,Julio,406.6,alto
6,43.5,8,0.5,B,Abril,233.9,normal
2,58.2,4,7.4,C,Noviembre,249.8,normal
6,51.4,5,9.6,D,Agosto,313.6,alto
6,134.2,5,0.6,C,Septiembre,214.9,normal
4,143.4,11,0.8,C,Diciembre,246.4,normal
5,161.9,14,9.8,C,Noviembre,451.8,alto
5,,4,10.7,C,Mayo,401.1,alto
3,291.7,11,10.7,C,Junio,448.2,alto
3,77.6,7,0.1,A,Enero,192.3,normal
7,104.7,4,9.3,C,Junio,356.1,alto
6,207.1,13,8.3,B,Junio,481.3,alto
3,,12,7.4,A,Julio,412.1,alto
2,266.7,14,11.3,D,Enero,440.8,alto
3,177.5,5,2.7,D,Mayo,214.4,normal
6,41.0,6,,C,Febrero,382.5,alto
7,37.6,2,2.5,C,Diciembre,229.6,normal
6,111.6,11,6.7,B,Septiembre,379.8,alto
6,119.1,4,8.2,B,Marzo,321.9,alto
5,237.5,13,9.3,C,Diciembre,467.5,alto
1,293.5,14,3.3,C,Febrero,374.5,alto
6,285.0,13,11.3,C,Julio,521.8,alto
7,229.0,9,,B,Septiembre,450.3,alto
6,124.9,2,1.4,C,Noviembre,216.7,normal
3,136.4,13,3.9,A,Junio,293.7,normal
7,51.2,13,9.4,D,Noviembre,401.8,alto
7,124.8,13,3.7,C,Noviembre,360.4,alto
2,163.5,13,2.7,B,Diciembre,309.0,alto
1,123.0,13,1.2,C,Marzo,205.2,normal
6,253.7,6,11.3,D,Noviembre,447.6,alto
5,43.6,8,7.2,C,Noviembre,316.3,alto
4,139.7,2,9.8,A,Septiembre,319.2,alto
5,169.6,10,2.6,C,Octubre,309.2,alto
2,85.2,14,1.5,C,Marzo,184.2,normal
7,197.9,12,1.7,C,Diciembre,364.4,alto
5,164.8,14,6.7,D,Junio,381.1,alto
1,32.2,5,10.6,D,Febrero,284.5,normal
7,87.5,3,1.0,C,Diciembre,193.7,normal
7,287.9,14,5.0,C,Enero,461.5,alto
7,167.4,12,0.6,D,Febrero,303.1,alto
1,209.4,6,8.3,C,Agosto,350.2,alto
3,120.4,14,4.0,D,Mayo,278.3,normal
3,277.7,11,1.8,B,Febrero,329.9,alto
5,139.1,5,5.2,C,Septiembre,262.8,normal
5,73.8,9,11.5,C,Agosto,364.6,alto
4,40.4,13,0.3,D,Septiembre,224.9,normal
5,,5,2.9,C,Mayo,322.0,alto
2,54.8,6,4.3,B,Julio,216.6,normal
2,75.0,12,6.0,D,Diciembre,237.6,normal
7,269.0,7,3.9,C,Agosto,421.0,alto
4,238.4,9,7.0,A,Febrero,363.1,alto
6,243.5,10,9.5,C,Agosto,427.2,alto
4,192.9,9,3.8,C,Junio,309.9,alto
1,33.6,13,7.9,B,Septiembre,327.0,alto
5,195.6,11,4.4,B,Enero,382.1,alto
3,145.1,12,3.0,D,Septiembre,306.9,alto
1,111.7,14,4.2,B,Junio,286.3,normal
3,,7,,D,Marzo,204.0,normal
6,46.7,8,10.2,D,Octubre,354.7,alto
1,37.5,11,4.0,C,Agosto,197.7,normal
7,209.3,9,1.5,C,Julio,338.6,alto
7,51.3,6,3.3,A,Septiembre,275.6,normal
4,245.8,13,3.9,B,Mayo,370.3,alto
1,109.5,8,7.2,D,Noviembre,277.2,normal
6,233.8,10,2.2,D,Febrero,311.2,alto
1,40.7,11,8.3,B,Julio,273.0,normal
4,267.3,13,10.0,A,Febrero,492.5,alto
1,225.1,10,7.9,C,Febrero,337.5,alto
5,279.6,13,2.5,C,Febrero,369.9,alto
1,102.3,8,9.8,A,Mayo,344.3,alto
4,241.1,5,9.4,C,Marzo,347.2,alto
5,256.8,2,0.3,D,Diciembre,231.9,normal
2,258.0,11,8.7,C,Agosto,406.0,alto
4,278.8,14,4.5,C,Mayo,386.3,alto
5,48.8,10,9.0,D,Marzo,336.5,alto
3,213.5,14,,C,Mayo,290.8,normal
2,222.5,2,3.9,B,Abril,229.0,normal
6,290.8,12,1.1,D,Diciembre,379.0,alto
2,284.0,7,1.5,C,Noviembre,226.3,normal
5,138.5,2,6.3,D,Septiembre,245.4,normal
7,107.3,4,8.2,B,Agosto,352.0,alto
4,121.7,9,0.3,A,Noviembre,242.3,normal
4,114.6,3,,B,Enero,203.4,normal
2,221.0,5,7.1,C,Marzo,279.3,normal
5,58.9,14,9.6,A,Enero,400.5,alto
1,45.9,9,5.0,C,Mayo,210.4,normal
2,171.6,9,0.3,C,Enero,201.5,normal
3,138.5,9,6.8,B,Marzo,281.6,normal
4,201.4,6,8.8,C,Octubre,399.1,alto
5,96.8,13,7.7,C,Marzo,390.1,alto
6,,2,7.0,B,Noviembre,309.5,alto
1,103.0,14,3.8,B,Septiembre,276.9,normal
5,195.2,14,7.8,B,Octubre,421.8,alto
6,53.4,9,8.5,D,Diciembre,373.0,alto
4,73.8,9,10.7,B,Enero,390.4,alto
3,65.0,4,8.5,C,Noviembre,262.8,normal
6,,3,8.4,C,Julio,402.1,alto
5,226.9,6,1.3,D,Agosto,258.6,normal
4,279.0,4,1.4,C,Octubre,300.2,alto
3,255.7,3,5.2,C,Septiembre,302.3,alto
5,265.3,12,10.7,C,Septiembre,453.9,alto
4,298.9,9,,A,Febrero,316.7,alto
6,237.3,4,5.7,B,Diciembre,338.4,alto
4,271.1,9,4.1,C,Octubre,352.5,alto
6,124.4,5,5.5,B,Octubre,310.5,alto
6,239.3,13,7.1,C,Noviembre,463.6,alto
5,287.8,12,5.3,C,Febrero,402.4,alto
6,83.4,6,8.4,C,Diciembre,337.7,alto
6,106.3,9,,A,Octubre,394.4,alto
2,,5,9.4,D,Mayo,246.1,normal
7,45.1,7,8.2,C,Julio,376.0,alto
6,218.2,14,10.7,C,Septiembre,494.2,alto
2,209.1,9,2.9,D,Mayo,276.2,normal
5,,4,0.1,A,Septiembre,231.5,normal
4,119.7,6,10.1,C,Octubre,341.3,alto
2,288.4,10,3.7,C,Octubre,332.9,alto
3,158.2,4,7.3,C,Junio,260.1,normal
4,37.5,5,8.2,C,Junio,4445.576053850306,normal
5,283.6,8,0.5,D,Enero,298.4,normal
1,243.5,3,,C,Diciembre,315.4,alto
7,146.1,4,4.6,A,Octubre,356.4,alto
2,209.1,14,6.9,B,Junio,363.8,alto
6,62.0,3,2.2,D,Noviembre,201.3,normal
7,170.4,5,7.2,B,Septiembre,346.1,alto
3,283.0,7,10.6,B,Junio,467.9,alto
3,93.5,7,11.8,C,Marzo,322.2,alto
4,267.1,9,,A,Enero,410.7,alto
3,134.8,3,3.5,C,Junio,192.3,normal
3,191.7,14,11.8,D,Septiembre,448.1,alto
2,153.7,12,5.2,C,Septiembre,287.6,normal
7,,4,7.2,D,Septiembre,2946.1473757918143,alto
6,102.8,7,,C,Octubre,350.9,alto
3,190.3,2,3.3,A,Octubre,235.7,normal
6,132.9,7,11.1,C,Julio,434.5,alto
5,183.7,6,4.3,C,Abril,325.5,alto
2,,3,,D,Febrero,313.4,alto
2,145.7,9,,B,Mayo,266.2,normal
6,210.0,7,10.5,D,Enero,451.8,alto
2,142.7,5,9.9,C,Abril,285.6,normal
7,72.2,14,7.7,C,Noviembre,416.5,alto
7,58.1,7,9.2,A,Octubre,400.5,alto
1,59.4,10,3.8,D,Marzo,210.7,normal
1,158.6,13,10.3,B,Abril,402.9,alto
6,287.9,4,7.3,b,Diciembre,399.9,alto
6,234.5,9,2.2,C,Abril,340.8,alto
2,235.8,7,,D,Mayo,246.1,normal
6,157.7,6,7.1,D,Diciembre,339.3,alto
4,299.3,5,7.3,A,Enero,399.6,alto
7,123.9,9,3.9,A,Diciembre,350.9,alto
1,71.0,5,10.4,D,Abril,277.3,normal
1,172.5,5,9.5,B,Julio,307.4,alto
4,180.4,10,7.9,D,Junio,342.4,alto
1,47.6,9,5.7,b,Julio,214.2,normal
1,262.6,9,0.9,A,Mayo,254.9,normal
7,99.0,9,11.2,C,Julio,423.5,alto
3,221.2,4,6.8,D,Noviembre,292.9,normal
2,48.6,8,8.8,B,Noviembre,267.7,normal
2,136.8,4,10.5,B,Marzo,333.3,alto
4,141.4,8,1.9,A,Octubre,222.7,normal
5,214.2,10,8.8,C,Septiembre,416.6,alto
7,266.5,12,3.8,C,Abril,439.2,alto
1,181.5,5,4.7,C,Mayo,212.3,normal
2,87.6,6,1.0,D,Julio,132.5,normal
1,289.7,4,0.8,D,Febrero,212.5,normal
2,39.4,4,6.6,C,Febrero,204.9,normal
3,130.2,9,2.0,C,Diciembre,230.9,normal
7,60.1,8,10.3,C,Febrero,408.2,alto
2,271.6,8,4.8,C,Agosto,285.7,normal
4,,12,3.2,B,Mayo,301.7,alto
7,,6,9.9,B,Diciembre,421.2,alto
3,114.1,13,4.8,D,Enero,307.7,alto
2,232.8,7,4.7,B,Febrero,288.5,normal
5,175.8,5,9.7,D,Diciembre,354.3,alto
7,148.5,2,6.7,C,Enero,339.7,alto
5,,5,,C,Noviembre,326.9,alto
6,185.4,11,6.6,D,Agosto,419.3,alto
4,181.6,12,1.8,D,Marzo,300.8,alto
6,92.7,9,,C,Julio,296.8,normal
1,287.2,7,,D,Mayo,355.0,alto
5,180.4,12,6.5,C,Julio,383.2,alto
2,118.1,14,,C,Septiembre,243.7,normal
5,295.4,10,10.7,A,Diciembre,503.6,alto
6,163.3,7,2.0,D,Enero,278.2,normal
3,163.5,5,9.4,C,Diciembre,308.7,alto
5,158.1,14,9.9,C,Noviembre,455.9,alto
5,263.3,10,3.3,A,Septiembre,376.0,alto
5,87.8,6,0.6,C,Julio,213.3,normal
6,228.1,13,6.2,B,Septiembre,425.8,alto
1,188.0,3,0.5,b,Abril,163.1,normal
5,279.4,4,10.7,D,Abril,399.9,alto
7,267.4,7,10.6,B,Enero,497.9,alto
6,101.3,9,,B,Agosto,3934.621587244947,alto
4,68.9,13,1.0,C,Mayo,285.4,normal
5,276.2,13,3.0,B,Enero,402.7,alto
7,,14,1.6,C,Julio,324.4,alto
6,131.3,8,8.3,B,Noviembre,390.9,alto
5,178.4,12,,C,Octubre,448.1,alto
2,176.1,6,10.0,D,Agosto,351.3,alto
7,286.6,3,6.1,B,Octubre,436.4,alto
7,247.8,5,1.9,A,Mayo,347.7,alto
1,37.4,11,3.0,C,Abril,190.9,normal
2,206.4,11,8.9,C,Agosto,356.3,alto
6,45.4,5,5.4,C,Febrero,308.9,alto
7,289.4,9,0.2,B,Septiembre,4554.727545273466,alto
3,55.9,5,3.8,C,Abril,191.1,normal
1,187.3,10,5.6,A,Enero,317.1,alto
4,62.8,13,0.3,C,Agosto,244.5,normal
7,166.4,3,4.6,B,Noviembre,324.4,alto
3,190.0,13,4.8,C,Septiembre,373.9,alto
5,198.3,11,,D,Febrero,328.1,alto
4,40.4,13,10.8,C,Diciembre,379.0,alto
7,226.3,9,4.2,D,Junio,345.9,alto
3,241.0,7,4.1,D,Noviembre,329.5,alto
3,281.5,9,5.8,C,Octubre,339.1,alto
1,121.4,5,10.5,C,Noviembre,299.4,normal
3,266.4,7,,B,Septiembre,3937.887014795977,alto
2,85.3,10,0.4,A,Marzo,214.6,normal
2,41.6,7,8.8,D,Abril,286.9,normal
2,156.1,8,3.7,c,Octubre,250.7,normal
5,195.4,12,0.1,C,Junio,301.8,alto
3,,14,4.1,C,Marzo,290.3,normal
3,71.3,11,0.1,D,Junio,187.4,normal
7,147.0,4,,C,Abril,4565.084847828029,normal
4,200.6,9,2.4,A,Julio,326.2,alto
3,151.0,10,0.8,C,Abril,227.0,normal
4,129.1,14,4.6,C,Abril,304.7,alto
2,227.0,9,7.6,C,Septiembre,318.8,alto
4,290.5,3,4.8,C,Noviembre,333.2,alto
1,264.6,4,4.9,B,Septiembre,266.9,normal
7,69.9,4,5.5,D,Enero,272.3,normal
1,43.7,8,,B,Marzo,224.0,normal
1,204.4,10,4.5,D,Febrero,292.6,normal
7,35.1,9,3.8,B,Enero,285.6,normal
1,45.4,2,0.8,C,Septiembre,75.8,bajo
7,140.4,8,4.7,D,Agosto,393.3,alto
4,129.0,12,6.8,C,Diciembre,355.5,alto
2,,10,9.5,C,Abril,398.6,alto
4,143.7,4,7.4,D,Septiembre,293.7,normal
7,216.0,13,2.4,B,Septiembre,380.8,alto
1,248.3,12,0.4,D,Agosto,260.4,normal
7,49.3,2,4.9,C,Marzo,282.0,normal
3,263.8,8,6.0,C,Marzo,319.8,alto
5,118.8,13,7.8,C,Diciembre,380.3,alto
5,221.2,14,0.7,C,Marzo,345.4,alto
3,60.2,12,1.6,B,Noviembre,208.6,normal
2,283.5,6,2.3,D,Enero,230.7,normal
7,,8,,D,Agosto,372.4,alto
3,125.5,6,11.4,B,Septiembre,372.7,alto
7,31.7,14,9.5,C,Octubre,456.9,alto
1,161.6,6,7.5,D,Enero,270.2,normal
2,195.1,7,0.7,C,Abril,221.6,normal
5,142.6,14,7.0,B,Diciembre,370.2,alto
4,178.2,12,,C,Junio,405.1,alto
5,284.7,5,11.7,B,Abril,452.8,alto
5,165.2,9,8.2,C,Junio,358.1,alto
4,216.3,8,3.3,D,Mayo,244.1,normal
6,58.3,3,4.7,B,Mayo,265.5,normal
3,84.8,11,10.0,D,Agosto,339.5,alto
5,90.1,10,7.9,C,Abril,365.9,alto
3,162.7,12,6.0,C,Diciembre,318.1,alto
7,211.9,8,0.8,B,Marzo,323.6,alto
7,285.7,6,9.5,B,Noviembre,507.6,alto
7,125.7,9,6.6,D,Febrero,363.2,alto
1,35.5,9,6.5,B,Julio,247.6,normal
4,290.6,11,6.7,B,Abril,412.8,alto
6,,5,2.9,D,Julio,265.4,normal
7,264.2,5,0.6,D,Febrero,292.5,normal
5,283.9,11,10.2,B,Junio,496.5,alto
7,253.6,9,,B,Marzo,348.7,alto
7,,4,8.8,B,Septiembre,403.6,alto
2,36.2,8,,C,Mayo,250.4,normal
5,206.4,9,3.3,B,Enero,364.7,alto
2,286.1,6,3.4,B,Julio,279.1,normal
5,75.5,12,,C,Junio,341.3,alto
2,271.7,2,3.3,B,Marzo,273.0,normal
7,250.0,9,,B,Octubre,350.1,alto
2,124.8,2,1.8,A,Junio,198.7,normal
2,,8,3.6,d,Mayo,319.3,alto
6,240.1,6,1.3,A,Diciembre,313.5,alto
4,196.4,7,7.8,D,Julio,386.7,alto
7,189.3,14,3.9,C,Marzo,380.8,alto
1,65.8,9,1.2,A,Diciembre,167.4,normal
5,218.4,13,1.4,C,Noviembre,334.2,alto
6,112.0,6,1.2,B,Agosto,247.0,normal
6,104.5,11,8.1,C,Febrero,362.0,alto
4,253.4,7,12.0,B,Enero,462.2,alto
3,59.5,13,0.6,B,Marzo,217.5,normal
3,273.3,12,0.8,D,Diciembre,306.2,alto
5,169.0,3,0.1,C,Diciembre,213.8,normal
7,48.0,11,8.5,B,Enero,370.5,alto
2,187.4,8,10.0,A,Junio,359.1,alto
3,78.0,2,7.7,B,Marzo,270.1,normal
4,151.5,2,10.2,C,Enero,306.6,alto
1,110.6,13,9.0,B,Enero,327.5,alto
2,105.1,2,5.2,C,Junio,204.2,normal
4,,7,,A,Octubre,210.9,normal
1,238.3,10,1.1,B,Abril,275.7,normal
5,219.4,8,2.0,C,Agosto,293.4,normal
3,69.6,6,3.6,D,Septiembre,228.5,normal
6,129.9,11,3.7,D,Octubre,373.8,alto
1,197.1,2,7.8,A,Diciembre,262.4,normal
4,128.1,4,1.9,D,Agosto,183.4,normal
6,191.2,6,11.4,B,Octubre,463.8,alto
1,80.9,12,11.8,B,Diciembre,387.0,alto
1,177.6,4,1.4,B,Agosto,206.3,normal
1,67.4,13,11.6,a,Junio,374.3,alto
3,112.3,14,3.2,D,Enero,302.7,alto
7,58.1,14,7.8,A,Febrero,436.6,alto
7,,12,6.3,B,Enero,377.6,alto
7,74.4,9,11.6,B,Julio,450.0,alto
6,264.4,4,9.4,D,Diciembre,442.1,alto
6,139.5,3,2.7,D,Enero,246.9,normal
2,285.9,7,11.8,B,Enero,394.3,alto
5,86.2,10,,D,Diciembre,278.5,normal
6,54.7,5,11.0,B,Diciembre,384.2,alto
1,97.7,7,8.5,A,Abril,321.1,alto
6,134.4,2,,A,Marzo,408.2,alto
7,76.7,12,9.2,C,Junio,434.9,alto
6,201.3,7,2.8,C,Enero,321.5,alto
6,80.2,14,2.9,B,Septiembre,338.3,alto
6,95.7,4,10.9,B,Abril,407.7,alto
4,238.0,7,6.9,C,Diciembre,358.9,alto
7,156.1,6,7.5,C,Octubre,396.3,alto
5,73.4,10,2.0,D,Enero,272.8,normal
1,233.6,3,11.1,D,Junio,304.8,alto
1,122.0,12,0.8,B,Junio,207.9,normal
6,91.0,13,,D,Agosto,301.3,alto
4,185.0,10,5.6,D,Septiembre,321.4,alto
6,288.3,14,0.7,C,Marzo,401.2,alto
2,186.7,6,2.7,A,Mayo,241.6,normal
1,76.9,10,11.3,B,Junio,344.5,alto
7,33.7,11,2.2,D,Noviembre,279.6,normal
5,128.3,14,3.4,C,Abril,321.5,alto
7,58.8,6,,B,Junio,300.4,alto
7,54.0,12,10.7,C,Mayo,417.1,alto
2,199.8,13,0.6,C,Septiembre,246.1,normal
5,171.0,11,6.7,B,Septiembre,387.9,alto
6,284.3,11,,D,Noviembre,483.8,alto
6,222.5,12,11.5,D,Septiembre,4096.3915964630605,alto
4,41.6,4,9.5,C,Septiembre,302.3,alto
6,274.2,11,9.6,C,Febrero,464.0,alto
3,236.4,2,4.6,C,Mayo,245.2,normal
4,155.5,3,6.9,C,Octubre,295.3,normal
7,151.6,4,11.6,C,Octubre,432.1,alto
1,101.9,13,1.5,C,Enero,220.9,normal
3,178.9,5,9.2,C,Enero,309.2,alto
1,269.2,3,,B,Octubre,271.8,normal
6,114.1,14,11.9,D,Mayo,471.2,alto
4,129.6,8,4.9,C,Febrero,281.9,normal
6,79.7,10,4.4,D,Enero,281.2,normal
5,57.8,6,0.8,C,Abril,4125.531038826943,normal
7,226.2,12,11.2,b,Marzo,503.2,alto
1,195.3,14,7.5,D,Agosto,325.6,alto
5,,12,8.3,A,Julio,476.4,alto
3,262.4,8,6.9,D,Enero,320.8,alto
3,261.4,7,3.6,C,Enero,3156.647234608379,alto
1,191.5,10,,D,Septiembre,286.1,normal
5,296.5,2,8.5,D,Junio,354.8,alto
7,215.2,6,6.6,D,Diciembre,385.9,alto
7,238.7,7,5.2,A,Enero,4324.705897593095,alto
6,214.4,11,11.8,C,Octubre,463.8,alto
1,134.3,5,3.2,D,Mayo,177.8,normal
5,265.5,11,7.1,D,Julio,383.7,alto
3,103.5,2,4.4,C,Abril,185.7,normal
6,298.1,5,9.1,C,Julio,427.0,alto
3,114.0,2,5.6,B,Octubre,196.6,normal
7,86.4,4,7.0,B,Marzo,330.0,alto
2,99.5,5,0.0,D,Noviembre,146.3,normal
7,200.0,12,6.5,C,Noviembre,416.8,alto
6,130.0,4,9.0,D,Mayo,330.6,alto
5,94.7,2,4.7,D,Diciembre,256.5,normal
6,224.1,5,0.7,D,Diciembre,280.8,normal
6,133.9,14,,C,Octubre,405.6,alto
3,44.4,9,3.7,C,Octubre,213.5,normal
3,32.7,7,3.4,D,Septiembre,194.9,normal
3,263.5,6,,C,Mayo,413.3,alto
1,,7,7.7,C,Julio,285.5,normal
3,245.8,14,8.2,A,Diciembre,462.7,alto
2,,3,10.1,C,Febrero,323.0,alto
5,119.0,2,4.6,C,Julio,228.5,normal
2,284.3,9,1.4,D,Junio,266.0,normal
6,227.4,12,,A,Agosto,390.6,alto
2,82.8,13,1.8,C,Junio,224.7,normal
3,191.5,4,10.3,A,Octubre,357.5,alto
7,150.6,10,8.0,A,Agosto,425.5,alto
6,179.2,9,8.4,C,Mayo,423.4,alto
5,225.8,11,6.1,c,Diciembre,407.9,alto
1,,12,6.2,D,Enero,295.6,normal
1,171.6,8,10.9,C,Septiembre,353.2,alto
1,114.1,12,7.2,D,Septiembre,300.1,alto
5,209.4,5,7.8,B,Mayo,360.4,alto
1,138.4,9,10.6,B,Octubre,356.2,alto
7,40.8,4,5.5,C,Agosto,256.0,normal
2,,6,5.3,B,Septiembre,332.3,alto
5,235.4,14,9.6,A,Diciembre,472.0,alto
1,,6,5.7,B,Diciembre,218.0,normal
6,127.6,9,0.5,C,Marzo,235.5,normal
4,76.7,13,6.2,B,Julio,341.6,alto
5,38.6,7,10.4,D,Junio,368.8,alto
1,80.7,14,6.8,C,Febrero,316.8,alto
5,299.4,13,1.1,D,Noviembre,361.6,alto
2,38.4,9,2.1,A,Abril,227.9,normal
2,184.2,7,9.8,C,Julio,353.4,alto
7,37.4,2,1.8,A,Marzo,245.0,normal
1,291.3,13,9.2,D,Enero,409.2,alto
6,98.4,10,8.4,D,Marzo,369.8,alto
3,69.0,4,6.3,D,Mayo,244.3,normal
1,270.2,12,3.7,B,Octubre,304.3,alto
1,106.9,3,8.4,C,Agosto,242.9,normal
2,71.3,12,,B,Enero,336.1,alto
1,198.3,5,8.2,B,Diciembre,353.9,alto
6,,3,10.5,C,Marzo,3259.1112933029267,alto
6,,14,10.8,B,Agosto,494.2,alto
2,193.8,8,,C,Noviembre,254.4,normal
1,293.7,4,1.4,c,Marzo,204.6,normal
2,147.4,14,2.0,B,Septiembre,300.7,alto
3,232.1,6,5.1,B,Septiembre,339.5,alto
6,210.7,4,8.6,D,Noviembre,410.5,alto
6,228.3,4,0.1,C,Enero,285.2,normal
6,168.7,12,,C,Enero,465.8,alto
2,73.3,13,0.1,D,Febrero,210.5,normal
7,132.3,11,5.1,C,Febrero,359.1,alto
5,241.1,11,6.8,B,Agosto,390.1,alto
5,,11,12.0,D,Julio,366.8,alto
6,277.4,10,4.2,C,Mayo,400.9,alto
6,,11,9.9,D,Julio,403.0,alto
1,148.3,8,7.8,B,Diciembre,315.8,alto
7,186.0,5,3.9,D,Abril,315.7,alto
7,217.7,11,6.4,A,Julio,430.2,alto
7,196.4,11,5.2,C,Febrero,424.2,alto
5,273.2,2,9.7,B,Junio,419.0,alto
6,53.5,2,1.4,D,Noviembre,202.2,normal
1,247.5,4,9.1,C,Junio,327.6,alto
3,144.1,10,6.8,C,Septiembre,306.4,alto
6,72.1,14,5.3,B,Octubre,380.0,alto
