categoria_producto,precio_unitario,unidades_stock,inversion_publicidad,descuento_pct,mes,ventas_mes,rotacion
Tecnologia,1808.74,338,1041.7,8.5,Noviembre,26180.03,alta
Tecnologia,99.47,54,,11.8,Julio,5765.23,alta
Alimentos,616.75,431,2791.17,45.8,Octubre,19178.99,alta
Hogar,919.1,92,2175.88,30.8,Febrero,28852.62,alta
Alimentos,668.14,465,334.85,43.8,Febrero,14549.39,alta
Alimentos,,401,1088.25,37.8,Enero,26673.56,alta
Ropa,1579.21,59,3615.11,8.8,Abril,43164.24,alta
Deportes,846.44,254,927.49,26.8,Septiembre,7212.44,alta
Deportes,1392.78,358,2935.95,39.2,Agosto,28376.5,alta
Deportes,60.87,405,3640.9,0.9,Julio,4090.5,media
Alimentos,1100.13,51,2238.99,8.7,Mayo,33032.7,alta
Hogar,640.16,74,601.41,25.1,Octubre,1408.86,baja
Alimentos,470.43,450,2574.2,42.2,Octubre,3389.46,media
Tecnologia,1593.01,456,4681.27,27.8,Abril,16231.22,alta
Tecnologia,104.92,286,4251.54,32.5,Febrero,4618.06,media
Hogar,1088.93,309,4364.09,26.4,Enero,28914.6,alta
Ropa,1413.65,283,1947.94,25.2,Agosto,21138.83,alta
Alimentos,1086.27,76,,11.7,Julio,23286.13,alta
Deportes,1579.88,87,1203.8,27.8,Febrero,39946.15,alta
Tecnologia,1683.66,343,4380.44,6.0,Mayo,36865.23,alta
Deportes,288.13,308,3153.67,28.4,Febrero,5230.43,alta
Alimentos,1448.62,357,,9.2,Noviembre,14822.02,alta
Hogar,1141.77,74,373.04,14.0,Febrero,15101.83,alta
Tecnologia,549.52,64,4194.7,3.2,Agosto,12325.47,alta
Deportes,537.58,318,3499.22,30.7,Junio,14696.2,alta
Tecnologia,1002.37,93,4541.41,30.7,Junio,25600.76,alta
Ropa,1538.98,103,1391.25,11.6,Agosto,12587.1,alta
Alimentos,1374.64,124,4416.29,45.7,Julio,18416.45,alta
Ropa,875.93,362,497.72,49.8,Diciembre,5049.18,alta
Alimentos,1861.78,347,1690.27,6.1,Agosto,15466.63,alta
Ropa,547.75,94,3272.85,43.3,Junio,11420.05,alta
ropa,1721.12,306,581.84,32.4,Septiembre,24508.99,alta
Ropa,1811.47,152,457.58,37.2,Noviembre,33236.48,alta
Tecnologia,1780.02,235,2160.21,16.8,Diciembre,34847.92,alta
Alimentos,1634.02,151,2429.82,46.7,Agosto,22397.03,alta
Hogar,455.07,344,3171.21,0.5,Febrero,15686.87,alta
Deportes,602.57,385,1691.26,2.8,Marzo,20374.66,alta
Ropa,777.08,302,444.72,19.2,Mayo,18131.43,alta
Tecnologia,1309.77,177,2145.58,4.4,Septiembre,11493.58,alta
Deportes,717.35,102,3810.64,2.9,Septiembre,21602.07,alta
Alimentos,866.09,222,671.03,7.2,Abril,10361.99,alta
Hogar,1182.92,6,3320.78,22.9,Abril,24589.8,alta
Ropa,770.19,94,492.92,18.7,Agosto,12747.72,alta
Deportes,1272.34,35,192.61,24.4,Agosto,4001.04,media
Tecnologia,1113.31,430,1575.67,23.7,Octubre,8304.87,alta
ROPA,1503.19,78,,30.4,Octubre,24462.03,alta
Hogar,239.08,177,533.71,41.9,Octubre,7236.75,alta
Tecnologia,33.82,488,3415.68,7.4,Noviembre,3935.94,media
Deportes,211.72,477,2133.07,20.4,Mayo,8364.92,alta
Tecnologia,1938.34,461,22.33,44.1,Abril,29329.77,alta
Hogar,1205.6,459,3627.89,20.0,Diciembre,37465.79,alta
Hogar,491.12,42,1988.18,15.2,Noviembre,10874.25,alta
Tecnologia,722.69,441,1865.35,21.0,Mayo,20629.37,alta
Hogar,376.64,445,3892.32,12.5,Marzo,5930.22,alta
Deportes,1497.9,375,1189.7,45.9,Marzo,13455.23,alta
Tecnologia,66.25,267,,32.2,Mayo,1627.08,media
Alimentos,1182.56,127,4355.54,31.1,Mayo,34750.01,alta
Ropa,1785.32,167,389.18,48.0,Mayo,35654.98,alta
Tecnologia,694.69,325,3764.54,16.7,Diciembre,16664.95,alta
Tecnologia,1784.03,165,4777.07,18.5,Marzo,51117.01,alta
Ropa,951.39,286,,26.8,Julio,18747.31,alta
Alimentos,1035.55,270,1179.09,38.7,Abril,24999.13,alta
Tecnologia,279.16,305,1745.14,10.1,Septiembre,7659.16,alta
Deportes,177.57,164,127.53,15.5,Febrero,3430.77,media
Deportes,220.48,132,1988.24,27.0,Diciembre,3132.47,media
Alimentos,959.09,5,4785.77,22.0,Diciembre,30559.93,alta
Tecnologia,421.42,123,1951.89,15.5,Agosto,2762.09,media
hogar,410.38,346,3947.86,22.5,Junio,5960.08,alta
Hogar,875.4,94,,0.3,Mayo,21412.46,alta
Alimentos,101.51,69,3666.89,9.2,Junio,4319.07,media
Hogar,1828.92,290,1764.94,2.6,Octubre,56192.19,alta
Hogar,,218,3814.19,15.8,Julio,14235.36,alta
Tecnologia,1557.61,39,,21.3,Marzo,44337.17,alta
Hogar,262.85,91,2521.5,5.2,Junio,5815.92,alta
Hogar,1792.0,34,1801.68,48.4,Agosto,52603.85,alta
Hogar,446.75,335,883.03,0.9,Abril,5582.51,alta
Ropa,1537.82,243,618.02,25.0,Julio,46181.16,alta
Hogar,,176,4856.91,33.2,Agosto,37392.92,alta
Deportes,348.13,53,4245.8,23.7,Julio,8618.44,alta
Hogar,76.89,426,4770.11,15.6,Enero,6169.59,alta
Tecnologia,1605.5,161,4004.93,22.7,Mayo,14910.47,alta
Tecnologia,1510.38,92,1751.14,3.9,Mayo,17454.37,alta
Deportes,680.52,69,2730.52,49.2,Agosto,10792.89,alta
Alimentos,533.22,205,146.5,42.5,Junio,13942.01,alta
Tecnologia,406.41,139,,46.1,Marzo,12861.39,alta
Tecnologia,,340,2602.38,38.6,Mayo,131623.589495697,alta
Ropa,201.63,204,3161.66,40.9,Marzo,3438.0,media
Ropa,1291.42,59,1456.81,6.6,Junio,23812.78,alta
Tecnologia,1831.6,99,,31.6,Julio,12107.0,alta
Tecnologia,617.57,91,4373.66,1.7,Febrero,8618.7,alta
Alimentos,1837.81,133,,19.7,Mayo,53514.97,alta
Ropa,592.18,11,212.14,18.1,Diciembre,13138.0,alta
Hogar,,250,2448.46,20.4,Febrero,3180.63,media
HOGAR,,263,739.06,39.1,Enero,6615.09,alta
Ropa,355.26,26,4005.09,30.5,Abril,5248.56,alta
Tecnologia,200.48,80,2868.69,2.3,Febrero,4674.23,media
Tecnologia,,60,3517.15,33.1,Abril,8723.45,alta
Tecnologia,1313.99,418,2202.39,25.0,Julio,30083.63,alta
Deportes,947.73,63,2101.98,39.8,Diciembre,25556.48,alta
Tecnologia,755.53,434,1825.1,47.1,Junio,5571.07,alta
Ropa,1284.67,16,883.99,41.9,Agosto,16439.01,alta
Deportes,1196.6,439,4141.41,11.0,Diciembre,30567.57,alta
Hogar,773.38,222,494.39,25.6,Febrero,20557.74,alta
Hogar,451.77,257,1857.38,20.9,Septiembre,6465.83,alta
Ropa,1448.83,415,2928.84,38.5,Julio,31102.75,alta
HOGAR,1224.72,131,2310.86,8.0,Mayo,10045.31,alta
Ropa,824.38,471,618.87,42.1,Diciembre,14330.15,alta
Tecnologia,142.44,40,4143.36,2.4,Mayo,5955.75,alta
Hogar,181.12,317,4473.05,21.0,Octubre,4943.1,media
Ropa,1476.9,98,227.8,12.3,Abril,22380.98,alta
Deportes,1217.87,457,1098.51,33.9,Agosto,5499.53,alta
Tecnologia,770.09,479,3375.06,27.1,Abril,20524.1,alta
Ropa,176.79,253,4644.18,36.8,Marzo,9352.12,alta
Deportes,1656.04,42,3050.06,21.8,Marzo,43495.5,alta
Ropa,247.25,236,559.83,34.4,Marzo,5100.63,alta
Ropa,1709.07,250,347.9,26.1,Octubre,51238.34,alta
Deportes,1450.45,384,1000.27,14.2,Junio,12848.38,alta
Deportes,360.21,449,839.04,22.4,Abril,3565.54,media
Tecnologia,1399.74,261,2579.04,23.9,Febrero,6179.39,alta
Deportes,729.11,201,8.39,16.0,Diciembre,15296.79,alta
Deportes,1356.42,314,3944.73,21.5,Junio,29710.87,alta
Hogar,1351.35,188,4838.02,17.0,Julio,28202.35,alta
Hogar,881.0,442,450.93,21.5,Febrero,11588.19,alta
Ropa,1307.32,9,819.54,14.8,Noviembre,33297.32,alta
Hogar,1833.74,102,1243.52,36.6,Noviembre,23325.25,alta
Hogar,812.75,313,3632.3,9.4,Junio,19590.26,alta
Ropa,416.46,394,4359.77,39.9,Febrero,9788.45,alta
Hogar,692.01,379,1787.23,25.8,Noviembre,10233.4,alta
Deportes,1001.08,59,3121.47,19.2,Marzo,9213.58,alta
Ropa,,172,1169.91,26.6,Julio,27322.45,alta
Deportes,1761.88,279,1491.33,1.9,Agosto,40310.14,alta
Deportes,1429.98,437,3132.46,34.6,Julio,18863.62,alta
Alimentos,318.11,153,2831.55,10.5,Marzo,11545.59,alta
Hogar,995.33,321,865.26,33.2,Septiembre,10336.95,alta
Hogar,1507.83,471,985.8,14.6,Noviembre,17947.75,alta
Ropa,884.99,205,4727.88,40.8,Febrero,29661.92,alta
Alimentos,1776.04,301,1971.22,33.0,Junio,16246.73,alta
Ropa,1447.11,408,4546.39,37.9,Abril,19201.41,alta
Alimentos,243.92,452,622.18,47.8,Septiembre,2592.9,media
Deportes,1332.5,331,2772.72,8.6,Enero,21286.58,alta
Alimentos,250.84,26,164.11,29.9,Agosto,175352.87020209702,alta
Tecnologia,1652.91,178,3975.6,34.8,Septiembre,164961.3238271421,alta
Tecnologia,1827.39,24,2755.96,3.6,Marzo,11999.84,alta
Tecnologia,1007.04,361,4149.56,27.4,Abril,23978.98,alta
Tecnologia,1772.9,115,987.49,21.7,Diciembre,53162.7,alta
Deportes,1477.9,386,1178.69,48.9,Noviembre,33807.04,alta
Tecnologia,1544.53,290,3589.25,27.7,Diciembre,30668.21,alta
Alimentos,1122.29,468,3260.6,0.7,Enero,27939.87,alta
Alimentos,1643.24,151,186.3,21.9,Diciembre,18668.43,alta
Ropa,638.45,154,4764.28,46.6,Enero,14682.88,alta
Hogar,588.23,287,379.23,46.0,Septiembre,9369.08,alta
Hogar,1353.55,439,3607.4,39.8,Junio,43542.48,alta
Alimentos,290.93,54,3731.07,34.6,Enero,10627.54,alta
Hogar,986.77,358,438.85,45.1,Febrero,29173.86,alta
Ropa,91.98,380,4939.04,18.9,Marzo,4504.96,media
Ropa,1356.83,234,3405.53,43.3,Mayo,11452.94,alta
ROPA,1660.7,375,2853.88,22.8,Enero,21731.25,alta
Tecnologia,,297,2879.91,30.1,Septiembre,9060.22,alta
Tecnologia,336.72,411,3146.09,36.8,Mayo,10793.39,alta
Tecnologia,,469,2719.81,31.5,Abril,59488.94,alta
Deportes,730.11,463,1.95,27.1,Febrero,10512.44,alta
Deportes,580.88,144,1568.76,47.0,Septiembre,3919.4,media
Deportes,678.87,41,2811.25,31.5,Diciembre,14969.52,alta
Hogar,1502.34,60,4199.94,45.3,Noviembre,26024.76,alta
Ropa,60.59,285,4336.27,30.7,Enero,125902.61501601669,media
Deportes,586.03,480,4810.37,9.4,Septiembre,20069.82,alta
Deportes,1484.01,263,1324.81,33.1,Marzo,20221.32,alta
Tecnologia,941.49,36,1624.09,34.5,Diciembre,10050.47,alta
Ropa,,274,907.61,1.0,Abril,31577.03,alta
Deportes,947.21,154,1561.35,39.9,Marzo,15490.34,alta
Hogar,1739.25,22,2984.22,17.0,Enero,9507.74,alta
Alimentos,544.96,19,4179.59,13.5,Julio,17524.0,alta
Alimentos,1461.27,11,3688.71,21.6,Marzo,32255.21,alta
Deportes,1971.46,451,3568.07,15.7,Mayo,18916.52,alta
Deportes,169.53,252,2758.86,13.2,Agosto,6627.89,alta
Ropa,,493,4702.7,30.8,Febrero,9137.42,alta
Tecnologia,1356.77,54,374.35,30.3,Septiembre,32693.14,alta
Hogar,10.19,386,,42.0,Diciembre,1290.57,baja
Deportes,476.59,308,,13.6,Febrero,5106.86,alta
Alimentos,419.8,455,741.17,9.3,Diciembre,4784.3,media
Deportes,1542.47,393,2926.06,6.7,Junio,33704.09,alta
Tecnologia,,367,2519.96,28.5,Agosto,16169.66,alta
Ropa,1632.5,318,4498.99,41.8,Abril,32215.61,alta
Hogar,1745.12,401,2569.87,20.9,Marzo,22309.7,alta
Hogar,499.84,347,3105.93,9.8,Septiembre,17288.89,alta
Tecnologia,1971.19,158,94.32,10.4,Diciembre,56314.52,alta
Alimentos,1841.62,291,693.71,49.1,Diciembre,45383.88,alta
Tecnologia,1752.31,301,3210.95,34.9,Julio,47110.21,alta
Alimentos,498.91,127,2476.96,35.1,Marzo,14098.6,alta
Tecnologia,868.84,425,4945.0,2.1,Noviembre,8571.56,alta
Tecnologia,928.2,358,2963.05,13.8,Enero,24544.25,alta
Ropa,1862.81,135,4831.16,3.9,Octubre,31976.23,alta
Ropa,39.64,20,3956.92,38.8,Noviembre,3160.11,media
Deportes,1470.21,285,1821.51,31.3,Enero,10205.52,alta
Ropa,517.64,440,3217.66,49.3,Octubre,8834.07,alta
Deportes,,136,3165.33,41.5,Enero,7536.09,alta
Tecnologia,1044.92,460,2004.88,8.1,Octubre,10081.36,alta
Deportes,1941.82,233,767.36,18.0,Agosto,8954.8,alta
Tecnologia,1952.32,25,,17.9,Septiembre,15310.5,alta
Tecnologia,363.15,202,1368.18,12.3,Enero,2596.57,media
Hogar,956.44,84,4240.42,27.2,Julio,28757.79,alta
Ropa,1923.54,373,4802.45,31.1,Diciembre,39352.93,alta
Deportes,,421,3105.8,1.5,Noviembre,18543.46,alta
Ropa,1253.64,283,2596.67,16.3,Junio,35406.48,alta
Tecnologia,1194.61,428,3350.88,0.2,Mayo,35354.48,alta
Hogar,97.77,201,3085.81,49.1,Noviembre,4783.51,media
Tecnologia,408.68,301,4282.09,22.2,Marzo,10645.54,alta
Ropa,1096.26,13,3512.31,6.7,Febrero,24161.88,alta
Ropa,814.36,369,2362.36,28.9,Mayo,23306.17,alta
Tecnologia,,215,4506.75,23.0,Noviembre,8597.46,alta
Deportes,1460.82,316,4530.42,6.3,Septiembre,36560.08,alta
Deportes,1229.96,247,2756.24,40.2,Mayo,7503.36,alta
Alimentos,367.9,215,854.64,31.9,Noviembre,7017.48,alta
Deportes,1657.35,336,4996.26,21.0,Mayo,31413.6,alta
Deportes,198.14,86,606.72,18.1,Marzo,5838.15,alta
Deportes,836.08,194,2384.46,15.4,Diciembre,14065.91,alta
Tecnologia,1559.84,278,1547.17,22.2,Octubre,30587.23,alta
Tecnologia,582.92,204,2374.06,28.7,Septiembre,13905.5,alta
Alimentos,32.19,384,1357.87,30.1,Abril,2139.45,media
Ropa,610.01,131,2121.47,48.7,Diciembre,14709.02,alta
Deportes,1546.28,304,2071.05,8.9,Diciembre,21006.14,alta
Alimentos,73.72,315,1973.73,23.8,Mayo,3624.24,media
Deportes,535.13,488,3864.24,5.8,Diciembre,17811.51,alta
Hogar,1074.93,225,4422.68,19.8,Junio,33302.97,alta
HOGAR,633.65,27,1753.96,14.0,Abril,19757.13,alta
Alimentos,1654.07,117,3288.5,12.7,Noviembre,16107.34,alta
Deportes,1973.05,311,3903.8,40.6,Febrero,23654.76,alta
Hogar,232.0,335,3582.03,8.5,Noviembre,5746.98,alta
ALIMENTOS,597.94,481,4620.9,31.5,Marzo,11599.21,alta
Hogar,111.34,349,4173.55,39.4,Febrero,5101.16,alta
Deportes,550.97,406,1691.99,48.7,Noviembre,12110.95,alta
Hogar,856.12,313,3475.15,23.8,Septiembre,8181.84,alta
Alimentos,,276,1827.26,10.1,Febrero,17797.55,alta
Alimentos,476.04,338,3738.44,38.4,Octubre,4477.41,media
Deportes,961.77,252,3790.76,13.2,Abril,10385.13,alta
Deportes,202.69,74,1014.32,48.2,Abril,222993.71762902828,media
Ropa,946.44,416,2461.92,31.0,Julio,10454.87,alta
Deportes,1952.17,305,1244.3,45.3,Diciembre,49465.3,alta
Ropa,,156,3122.05,11.3,Enero,30232.27,alta
Deportes,575.27,268,50.02,35.2,Agosto,15533.23,alta
Hogar,930.16,453,3828.39,17.5,Junio,28529.48,alta
Ropa,,102,3543.27,34.5,Diciembre,6543.18,alta
Deportes,,143,1042.63,9.9,Diciembre,7256.27,alta
Deportes,1088.9,299,2094.19,26.4,Agosto,33134.81,alta
Deportes,452.54,303,1360.18,46.6,Enero,7598.87,alta
Alimentos,731.65,21,4513.37,5.1,Mayo,9941.47,alta
Tecnologia,721.31,169,4269.09,29.3,Abril,14830.11,alta
Hogar,166.04,340,4169.41,17.3,Junio,5562.88,alta
Ropa,734.98,337,2604.62,18.8,Agosto,22487.2,alta
Hogar,45.06,474,1262.8,28.7,Noviembre,1400.52,baja
Alimentos,596.96,267,191.16,23.9,Julio,6593.99,alta
HOGAR,1308.45,291,783.43,21.9,Mayo,26115.5,alta
Ropa,593.5,483,,39.2,Febrero,7132.93,alta
Tecnologia,52.0,267,,21.3,Noviembre,2352.07,media
Tecnologia,247.73,307,2996.93,40.2,Agosto,5436.59,alta
Tecnologia,,232,952.72,42.8,Abril,4864.13,media
Alimentos,1142.21,443,941.95,49.7,Agosto,25577.11,alta
Ropa,688.15,76,2959.55,22.2,Agosto,12662.29,alta
Tecnologia,774.25,238,1708.09,24.6,Julio,13641.27,alta
Tecnologia,1689.53,55,4184.74,41.9,Enero,27802.81,alta
Tecnologia,381.63,317,4322.38,14.2,Agosto,14206.48,alta
Deportes,1197.52,117,4523.83,23.3,Enero,28274.02,alta
Deportes,669.14,242,2881.84,10.5,Febrero,12953.5,alta
Hogar,772.95,107,1412.76,2.1,Noviembre,14886.16,alta
Alimentos,214.1,171,4303.23,18.8,Octubre,8069.72,alta
Ropa,704.11,55,2583.87,43.8,Marzo,15398.74,alta
Alimentos,1333.09,15,4070.23,42.0,Mayo,43040.84,alta
Ropa,443.15,27,,23.2,Diciembre,14562.06,alta
Hogar,,473,4369.99,17.7,Enero,4650.33,media
Tecnologia,1603.22,211,863.1,47.5,Julio,16299.24,alta
Alimentos,,159,1124.59,29.0,Enero,18353.27,alta
Hogar,778.29,10,2850.98,31.4,Diciembre,3441.24,media
Ropa,483.29,485,2039.38,33.4,Mayo,9049.12,alta
Alimentos,1924.99,58,4273.47,27.0,Agosto,21380.3,alta
Hogar,1888.49,379,2849.29,23.6,Abril,34115.71,alta
Hogar,,485,,24.1,Julio,8772.27,alta
Ropa,1101.89,61,786.89,2.5,Noviembre,14168.46,alta
Ropa,1208.47,43,1177.87,40.9,Septiembre,28447.91,alta
Alimentos,93.34,100,,27.4,Septiembre,4039.67,media
Ropa,1775.56,225,876.73,9.8,Marzo,19572.5,alta
Deportes,1893.58,344,,25.5,Abril,32078.42,alta
hogar,998.59,89,426.37,49.0,Junio,7397.14,alta
Ropa,1809.84,153,4802.35,43.0,Octubre,43264.35,alta
Deportes,419.91,282,275.65,1.9,Enero,3242.32,media
Tecnologia,918.7,424,796.37,39.4,Diciembre,5653.86,alta
Ropa,1600.49,394,2119.91,4.9,Enero,36764.42,alta
Deportes,130.31,379,1403.78,23.3,Febrero,4446.53,media
Ropa,83.33,11,2252.68,38.3,Mayo,2415.07,media
Tecnologia,1853.26,275,4760.83,38.5,Enero,48095.68,alta
Ropa,1845.2,435,61.95,10.2,Agosto,17025.17,alta
Hogar,1798.2,32,3379.87,22.1,Noviembre,37509.13,alta
Deportes,,390,3805.94,19.3,Mayo,5421.2,alta
Alimentos,1525.07,381,3977.45,1.2,Mayo,46494.93,alta
Tecnologia,408.26,432,4979.76,50.0,Octubre,6342.27,alta
Tecnologia,858.65,450,1096.28,22.8,Diciembre,24186.92,alta
Alimentos,940.89,390,3316.52,36.3,Mayo,29665.82,alta
Deportes,1839.21,352,1609.59,48.5,Abril,24026.16,alta
Alimentos,1891.31,367,1036.64,31.6,Septiembre,29648.02,alta
Alimentos,218.53,198,4589.88,42.1,Junio,8133.95,alta
Alimentos,1603.55,493,1184.02,21.6,Febrero,40760.14,alta
Ropa,1077.78,439,512.62,9.6,Octubre,13256.44,alta
Ropa,1709.65,29,203.72,38.7,Septiembre,40144.59,alta
Deportes,850.62,267,2594.53,29.7,Agosto,19575.2,alta
Ropa,1627.66,155,3031.24,28.3,Diciembre,50634.09,alta
alimentos,1129.33,74,3566.92,40.1,Febrero,29642.08,alta
Alimentos,1235.7,351,475.14,48.3,Mayo,15060.29,alta
Hogar,1227.27,453,896.1,41.0,Abril,16424.49,alta
Hogar,1675.51,180,4028.42,48.4,Noviembre,44445.52,alta
Ropa,1924.09,260,3901.67,43.3,Enero,28930.58,alta
Alimentos,1590.91,141,1535.55,10.6,Agosto,42854.58,alta
Alimentos,173.74,316,2734.82,25.5,Julio,7203.05,alta
Ropa,,245,2168.57,7.9,Septiembre,30192.66,alta
Deportes,1004.39,484,,25.0,Octubre,31405.97,alta
Ropa,1553.22,56,2862.03,39.9,Septiembre,29990.1,alta
Deportes,201.58,22,,9.1,Enero,136580.27881360438,media
Ropa,1125.75,441,1798.91,49.8,Enero,10781.4,alta
Ropa,867.52,262,459.57,10.8,Abril,12628.03,alta
Tecnologia,622.84,307,1737.42,10.1,Abril,10336.15,alta
TECNOLOGIA,1176.8,499,2450.57,48.4,Enero,22175.09,alta
Alimentos,1239.53,48,234.16,38.6,Marzo,25858.48,alta
Deportes,1325.86,94,1015.65,30.0,Noviembre,17891.27,alta
Deportes,1415.38,408,523.7,44.5,Diciembre,5837.2,alta
Hogar,878.77,316,,13.3,Julio,27775.42,alta
Deportes,916.14,158,4580.74,38.6,Mayo,8750.36,alta
Ropa,1288.44,195,4950.07,9.5,Abril,22173.17,alta
Ropa,874.52,484,225.07,25.9,Enero,13661.31,alta
Alimentos,527.89,472,526.62,38.8,Abril,16154.8,alta
Alimentos,1970.23,387,,2.5,Enero,18286.72,alta
Alimentos,,371,4237.21,5.0,Agosto,16259.09,alta
Deportes,719.58,129,,27.0,Julio,16516.03,alta
Tecnologia,1317.5,240,2943.22,38.8,Abril,11108.85,alta
Alimentos,1774.66,20,3415.4,38.7,Febrero,28108.57,alta
Ropa,1235.13,440,1772.74,26.7,Febrero,20247.81,alta
Alimentos,1199.0,429,790.85,19.2,Julio,4075.04,media
Deportes,1220.37,410,,42.2,Julio,17561.19,alta
Tecnologia,1535.44,39,4304.8,30.7,Enero,44865.1,alta
Hogar,541.42,187,2559.56,48.6,Abril,9110.87,alta
Hogar,551.14,275,4375.23,31.5,Febrero,5062.27,alta
Hogar,122.51,460,2066.12,14.4,Enero,126777.72751998228,media
Hogar,,82,4881.46,40.8,Abril,6983.56,alta
Ropa,1424.18,104,3052.33,43.0,Diciembre,30745.04,alta
Tecnologia,281.19,36,4670.64,33.4,Noviembre,9628.14,alta
Ropa,,111,498.24,46.4,Julio,7183.54,alta
Hogar,607.45,157,1085.05,12.4,Marzo,16249.17,alta
Alimentos,1601.35,472,,9.1,Noviembre,42736.75,alta
Tecnologia,1168.23,450,2873.22,30.4,Diciembre,19957.96,alta
Hogar,1115.96,290,2146.57,25.8,Junio,6424.96,alta
Ropa,1608.19,218,3456.21,11.7,Julio,41503.12,alta
Ropa,1844.77,289,2857.94,33.1,Mayo,17491.01,alta
DEPORTES,1624.63,187,2021.97,31.0,Noviembre,18744.68,alta
Deportes,301.14,283,2800.18,14.1,Enero,4152.13,media
Hogar,1090.36,94,3120.32,47.8,Agosto,14031.61,alta
Ropa,1010.96,225,1167.13,29.5,Enero,18112.78,alta
Alimentos,347.4,278,1117.11,13.0,Enero,11683.82,alta
Tecnologia,431.9,247,2699.82,11.4,Octubre,10735.05,alta
Deportes,1235.66,400,3826.36,45.1,Julio,16731.58,alta
Hogar,,157,4288.32,42.8,Julio,14625.99,alta
Tecnologia,1924.16,216,,1.0,Julio,36945.38,alta
Hogar,,270,4167.33,43.8,Mayo,44804.32,alta
Tecnologia,1891.49,119,99.27,12.2,Abril,40195.03,alta
Deportes,1614.84,449,,7.0,Noviembre,28143.75,alta
Alimentos,1263.3,268,1743.59,31.2,Mayo,9913.13,alta
Deportes,1354.97,225,141.77,15.7,Septiembre,26833.85,alta
Hogar,1234.27,118,288.16,19.8,Febrero,14725.79,alta
Ropa,1222.51,17,262.74,3.5,Noviembre,6999.04,alta
Deportes,1939.95,490,4594.43,16.9,Junio,31779.52,alta
Deportes,1689.68,425,,23.3,Febrero,29677.05,alta
Hogar,512.41,193,,6.3,Mayo,8991.39,alta
Alimentos,,351,3883.19,2.5,Enero,34695.21,alta
Ropa,,163,951.75,31.7,Enero,130090.3372270416,alta
Tecnologia,1602.65,66,2209.36,13.4,Noviembre,9706.82,alta
Deportes,1472.96,208,2832.17,37.4,Mayo,39273.44,alta
Tecnologia,703.95,364,2476.55,21.9,Octubre,16119.17,alta
Deportes,1633.05,42,,20.9,Noviembre,5984.14,alta
Alimentos,,483,3146.66,20.6,Mayo,7676.4,alta
Deportes,409.09,389,114.48,42.4,Enero,10642.76,alta
Alimentos,856.67,78,3575.41,14.6,Junio,19697.61,alta
ALIMENTOS,1055.71,263,314.31,23.0,Noviembre,20384.03,alta
Hogar,285.54,318,76.89,14.9,Diciembre,7557.72,alta
ROPA,1040.07,222,,36.6,Diciembre,16323.42,alta
Alimentos,568.46,428,2253.77,33.1,Septiembre,12688.45,alta
Tecnologia,783.38,250,4389.5,6.8,Julio,18236.59,alta
Alimentos,,292,3.58,39.0,Septiembre,14205.63,alta
Ropa,1246.21,286,,5.1,Octubre,19492.88,alta
Tecnologia,992.63,176,3479.03,9.1,Marzo,32595.86,alta
ALIMENTOS,11.7,173,153.27,12.7,Agosto,577.33,baja
Tecnologia,1796.65,88,3591.06,21.4,Febrero,42344.98,alta
Ropa,1524.2,138,1237.52,33.0,Enero,43113.67,alta
Ropa,1151.22,267,4985.99,1.6,Agosto,26555.73,alta
Tecnologia,1637.34,425,1921.21,18.5,Abril,7324.88,alta
Deportes,336.8,226,3101.54,13.8,Marzo,4211.96,media
DEPORTES,1305.19,227,880.69,42.9,Septiembre,37497.01,alta
Deportes,1788.27,167,2134.85,9.6,Agosto,18121.3,alta
Tecnologia,1959.28,318,4444.81,2.9,Junio,46798.25,alta
Hogar,1861.08,463,1822.66,13.4,Julio,25157.77,alta
Deportes,363.08,67,4617.09,45.2,Abril,11123.71,alta
Tecnologia,1328.65,108,1476.44,47.7,Abril,33462.75,alta
Tecnologia,457.49,176,340.84,31.9,Noviembre,2074.75,media
Alimentos,232.69,8,4635.33,8.8,Enero,9300.25,alta
ALIMENTOS,1080.89,331,641.53,25.4,Julio,12008.42,alta
Deportes,915.48,46,4412.06,18.2,Noviembre,10181.69,alta
Deportes,1793.96,386,2582.19,48.4,Octubre,40838.38,alta
Alimentos,816.78,491,3245.53,19.9,Marzo,21476.12,alta
Hogar,1153.94,388,707.48,31.0,Noviembre,27459.37,alta
Deportes,1104.18,358,706.99,46.3,Abril,18793.69,alta
Alimentos,195.34,113,3039.08,22.1,Octubre,6774.97,alta
Tecnologia,1096.57,92,4094.9,4.6,Mayo,15336.32,alta
Deportes,1121.35,202,4921.84,39.9,Enero,27845.64,alta
Ropa,389.73,12,727.78,0.7,Enero,4275.8,media
Hogar,1544.49,235,360.95,31.2,Diciembre,45526.75,alta
Ropa,765.72,210,846.21,21.7,Mayo,13043.15,alta
Tecnologia,1882.2,127,3896.5,4.1,Septiembre,17512.7,alta
Hogar,109.33,46,3984.33,42.2,Agosto,4033.78,media
HOGAR,1746.71,452,1468.87,10.8,Agosto,42273.45,alta
Tecnologia,,54,3105.89,24.5,Diciembre,4310.01,media
Ropa,1971.22,433,3323.57,46.0,Abril,44530.73,alta
Alimentos,1926.2,218,920.45,48.8,Octubre,28508.86,alta
Alimentos,1452.39,288,399.9,7.7,Febrero,25914.17,alta
Ropa,1666.0,275,1528.94,29.5,Marzo,7494.97,alta
Ropa,1823.19,349,4426.36,24.6,Mayo,45161.6,alta
