edad,ingreso_mensual,num_creditos_anteriores,dias_mora_historico,tiene_deuda_vigente,nivel_educacion,monto_credito_otorgado,riesgo
68,8894.46,6,11.3,0,Universitario,24691.47,no_moroso
49,10276.59,5,18.3,0,Tecnico,26060.49,no_moroso
43,4294.58,2,1.7,0,Secundaria,10685.02,no_moroso
46,10097.09,5,12.2,1,Secundaria,24711.2,no_moroso
57,8410.24,5,90.0,1,Universitario,17335.91,moroso
45,4292.46,2,51.4,0,universitario,10068.17,moroso
45,14909.23,3,0.0,1,universitario,37494.31,no_moroso
27,11528.72,0,8.1,0,Tecnico,28407.73,no_moroso
24,4467.65,2,3.8,1,Tecnico,10723.48,no_moroso
53,2708.66,0,15.8,0,Posgrado,9403.58,no_moroso
34,8514.89,6,7.8,0,Universitario,23716.91,no_moroso
68,12815.02,2,0.0,0,Tecnico,33850.89,no_moroso
22,5489.93,6,5.4,0,Secundaria,14603.6,no_moroso
29,11675.14,7,1.1,1,Universitario,30445.63,no_moroso
65,8294.44,9,8.5,0,Secundaria,21907.65,no_moroso
34,9375.83,7,,1,Universitario,23659.57,no_moroso
34,4385.52,7,52.6,0,Secundaria,9343.42,moroso
32,11313.74,6,2.4,1,universitario,29389.0,no_moroso
29,14021.53,1,2.2,1,Tecnico,175643.5808868094,no_moroso
39,9700.87,7,7.2,0,Tecnico,26196.68,no_moroso
48,11473.19,4,13.1,0,Posgrado,31638.38,no_moroso
45,11247.87,3,25.2,0,Universitario,28496.05,no_moroso
19,8731.14,4,7.2,0,Posgrado,24373.96,no_moroso
27,4202.62,4,30.9,1,Tecnico,8207.82,moroso
57,1521.01,2,8.3,1,Posgrado,5494.29,no_moroso
66,4690.37,0,2.6,0,Universitario,13360.35,no_moroso
54,1863.34,4,25.2,1,Posgrado,6108.43,no_moroso
40,7625.81,0,7.8,0,Tecnico,19496.4,no_moroso
19,11810.59,3,2.6,1,Secundaria,28618.25,no_moroso
69,2309.94,4,53.3,0,Universitario,5157.84,moroso
20,991.64,0,11.4,1,Universitario,2588.06,no_moroso
33,14075.63,6,0.0,0,Universitario,37444.17,no_moroso
24,976.5,7,41.0,1,Secundaria,461.71,moroso
51,8129.73,9,2.6,0,Posgrado,202838.51645744653,no_moroso
63,4045.85,2,17.3,0,Secundaria,10117.53,no_moroso
36,4635.3,1,1.5,1,Tecnico,11791.64,no_moroso
61,9868.26,5,57.5,1,Tecnico,22100.68,moroso
21,1641.49,1,1.4,1,Secundaria,2639.25,no_moroso
24,12138.64,5,33.2,1,Tecnico,29104.43,moroso
58,6094.22,4,8.8,1,Secundaria,14827.01,no_moroso
27,8334.31,7,32.9,1,Secundaria,18961.37,moroso
53,3269.57,5,,1,Secundaria,7341.34,no_moroso
24,6742.99,6,2.9,0,Posgrado,20268.78,no_moroso
56,4342.68,1,4.5,0,Secundaria,10801.36,no_moroso
49,,7,,0,Universitario,7864.02,no_moroso
68,4780.97,5,6.6,0,Tecnico,12988.22,no_moroso
61,4868.61,2,11.9,0,UNIVERSITARIO,13690.65,no_moroso
56,9413.41,8,0.2,0,Universitario,26431.87,no_moroso
66,13882.43,2,23.7,0,Posgrado,36265.2,no_moroso
53,6475.33,6,12.9,0,Secundaria,16202.49,no_moroso
63,10670.42,0,3.7,0,Universitario,28531.2,no_moroso
39,,5,9.0,1,Universitario,4169.9,no_moroso
64,6576.26,7,7.8,1,Tecnico,17002.56,no_moroso
58,8882.96,5,43.8,0,Universitario,22540.52,moroso
40,1216.89,8,45.0,1,Secundaria,200.0,moroso
52,13489.7,2,4.3,0,Posgrado,37069.8,no_moroso
19,12175.2,4,26.3,0,Tecnico,31027.53,no_moroso
40,9098.59,8,,0,Universitario,26473.56,no_moroso
35,4449.75,6,1.5,0,Tecnico,12498.97,no_moroso
69,12511.77,6,15.1,1,Posgrado,33429.66,no_moroso
42,7096.07,2,4.2,0,Secundaria,18916.98,no_moroso
53,8535.71,7,0.3,1,Universitario,22083.06,no_moroso
55,1162.09,2,34.7,1,Universitario,1580.61,moroso
34,12161.67,4,11.4,1,Tecnico,29340.37,no_moroso
33,3789.66,0,30.6,0,Secundaria,8192.57,moroso
34,12990.68,6,26.8,1,Tecnico,30799.59,no_moroso
37,6847.69,8,3.3,0,Secundaria,18300.65,no_moroso
35,11292.8,5,1.6,1,Universitario,28685.21,no_moroso
43,1912.68,7,35.5,0,Secundaria,4790.85,moroso
52,1747.59,2,17.5,0,Universitario,5300.74,no_moroso
63,1545.82,8,0.8,0,Secundaria,5540.81,no_moroso
39,6050.95,3,3.9,0,SECUNDARIA,15710.9,no_moroso
32,3481.12,5,38.0,1,Tecnico,6807.91,moroso
19,11091.6,5,17.3,0,Secundaria,27411.41,no_moroso
46,7030.99,9,34.6,0,Tecnico,17887.12,moroso
46,10956.57,6,15.1,1,Posgrado,29653.99,no_moroso
53,12914.97,5,5.4,1,Secundaria,31609.15,no_moroso
30,10898.85,5,14.9,0,Posgrado,30285.94,no_moroso
26,5633.72,7,4.4,0,Universitario,16809.66,no_moroso
56,,8,13.3,1,Tecnico,33426.95,no_moroso
62,13070.22,7,14.4,0,Universitario,34401.0,no_moroso
64,10542.88,7,10.7,1,Universitario,28374.88,no_moroso
63,,7,5.3,0,Secundaria,12989.1,no_moroso
22,7106.65,6,0.3,0,Universitario,21724.2,no_moroso
28,4041.53,1,24.9,0,Secundaria,9298.84,no_moroso
39,9034.2,5,31.0,0,Universitario,23127.42,moroso
32,8834.83,0,,1,Universitario,21077.54,no_moroso
60,5441.36,3,,0,Secundaria,13056.96,no_moroso
19,14272.61,1,21.7,1,Posgrado,35400.35,no_moroso
21,14623.73,6,,0,Universitario,38981.85,no_moroso
64,4542.36,1,12.6,1,Universitario,10465.7,no_moroso
38,9291.31,3,6.6,0,Universitario,24421.72,no_moroso
65,,3,2.6,0,Universitario,18138.36,no_moroso
23,7712.61,4,15.2,1,Tecnico,17583.92,no_moroso
21,1212.19,3,22.3,1,Universitario,2922.98,no_moroso
30,6166.97,3,17.7,1,Universitario,305663.0432721097,no_moroso
20,10667.64,5,1.3,0,Posgrado,30584.72,no_moroso
63,14764.68,3,2.5,1,Universitario,37051.69,no_moroso
53,13791.76,6,45.8,0,Universitario,34015.86,moroso
45,6569.79,1,5.7,0,Secundaria,16302.37,no_moroso
61,13233.76,3,61.0,0,Tecnico,30468.65,moroso
49,10111.5,5,7.9,0,Tecnico,26701.41,no_moroso
24,10392.01,1,23.7,0,Universitario,27703.45,no_moroso
50,6824.83,0,,0,Tecnico,16748.52,no_moroso
43,14330.77,5,8.1,0,Universitario,37511.37,no_moroso
37,5819.06,4,46.7,0,Tecnico,14356.75,moroso
32,1894.14,8,6.7,1,Posgrado,7596.27,no_moroso
41,9398.41,2,24.4,0,Secundaria,23409.87,no_moroso
51,11324.32,1,0.3,1,POSGRADO,29980.08,no_moroso
31,10230.57,2,9.4,0,Tecnico,26458.38,no_moroso
39,2793.26,6,32.7,0,Universitario,7499.29,moroso
45,3909.3,3,16.7,0,Posgrado,13102.61,no_moroso
64,11468.37,3,3.7,0,Universitario,30140.64,no_moroso
57,3090.72,0,47.0,0,Posgrado,8354.04,moroso
27,1226.42,2,,0,Tecnico,2758.8,no_moroso
20,2309.04,0,18.7,1,Posgrado,7320.39,no_moroso
22,6263.66,8,5.5,1,Secundaria,15798.37,no_moroso
58,12316.55,8,2.0,0,Universitario,33839.62,no_moroso
64,13305.16,5,11.6,0,Universitario,34833.62,no_moroso
68,1423.01,8,9.5,0,secundaria,4344.08,no_moroso
57,5659.41,1,25.5,1,Universitario,12786.48,no_moroso
42,12607.18,1,,0,UNIVERSITARIO,32761.76,no_moroso
25,6354.6,8,6.6,0,Posgrado,19733.12,no_moroso
60,12561.24,5,1.6,1,Tecnico,31558.75,no_moroso
42,14984.44,7,46.7,1,Posgrado,37288.36,moroso
23,8149.23,1,2.7,1,Tecnico,20275.1,no_moroso
43,14095.56,6,20.5,0,Tecnico,36075.27,no_moroso
65,12404.24,7,1.2,0,Tecnico,32540.89,no_moroso
59,13062.73,6,15.2,0,Tecnico,33343.77,no_moroso
37,11451.73,5,1.9,1,Universitario,30167.64,no_moroso
58,10001.45,9,22.1,0,Universitario,27488.37,no_moroso
67,8885.2,7,0.2,0,Tecnico,23531.47,no_moroso
54,1975.54,9,10.9,0,Tecnico,5686.33,no_moroso
20,8209.45,8,1.2,0,Universitario,23655.69,no_moroso
24,10465.59,9,14.6,0,Universitario,29450.55,no_moroso
27,5325.45,2,31.7,0,Universitario,13349.07,moroso
22,9930.69,9,8.0,0,Tecnico,26987.76,no_moroso
21,,5,21.6,1,Tecnico,2874.63,no_moroso
31,13948.74,6,9.1,1,Tecnico,34188.41,no_moroso
24,12495.85,6,25.4,0,Posgrado,34519.09,no_moroso
34,8082.11,5,11.6,0,Universitario,22208.77,no_moroso
55,6960.34,6,31.1,0,Secundaria,16363.56,moroso
19,7048.17,3,4.4,0,Universitario,20008.32,no_moroso
42,11478.17,9,,1,Secundaria,28644.2,no_moroso
32,6751.73,3,7.8,0,Universitario,18645.45,no_moroso
23,9821.09,2,10.0,0,Tecnico,25963.7,no_moroso
43,6012.51,2,0.0,0,Universitario,17074.66,no_moroso
45,,0,24.1,1,Universitario,17686.25,no_moroso
25,12714.57,2,11.6,1,Tecnico,30686.87,no_moroso
42,13404.17,4,24.3,0,Secundaria,33184.8,no_moroso
60,,7,32.1,1,Tecnico,11870.32,moroso
21,8903.73,6,10.0,1,Universitario,22666.49,no_moroso
54,9498.35,7,18.1,0,Universitario,25469.48,no_moroso
60,14521.67,3,2.7,0,Universitario,38663.27,no_moroso
45,9549.86,9,9.1,0,Tecnico,26390.15,no_moroso
43,887.25,7,3.9,1,Universitario,3097.92,no_moroso
46,,6,11.6,0,Tecnico,33477.93,no_moroso
22,8130.14,0,5.9,1,Tecnico,19528.98,no_moroso
60,9115.63,7,26.8,0,Tecnico,23565.27,no_moroso
19,12138.22,5,3.1,0,Posgrado,252471.57501060388,no_moroso
35,12423.87,0,0.3,1,Secundaria,30109.88,no_moroso
62,3316.42,9,56.4,0,Secundaria,7258.98,moroso
26,7163.56,9,13.6,0,Universitario,20326.71,no_moroso
33,,9,24.6,1,Secundaria,17654.71,no_moroso
50,8306.7,6,23.1,0,Secundaria,20776.23,no_moroso
54,3990.06,0,16.2,0,Secundaria,9122.68,no_moroso
67,3448.71,1,44.9,0,Tecnico,6694.09,moroso
41,10890.25,7,3.6,0,Secundaria,29083.65,no_moroso
65,5148.0,4,5.0,0,Universitario,15038.72,no_moroso
30,8855.33,1,24.4,0,Secundaria,21025.25,no_moroso
22,3760.63,5,7.0,1,Tecnico,8555.63,no_moroso
35,14386.66,4,2.6,0,Tecnico,37766.09,no_moroso
63,3637.02,4,,1,Tecnico,9113.78,no_moroso
54,3373.55,4,7.2,0,Tecnico,9245.53,no_moroso
62,9715.78,8,0.3,1,Universitario,25367.45,no_moroso
50,,0,1.0,0,Tecnico,27173.1,no_moroso
52,4546.35,6,16.9,1,Secundaria,9933.06,no_moroso
62,5254.34,4,4.7,0,Posgrado,17004.7,no_moroso
40,4908.66,5,12.2,1,Posgrado,14650.16,no_moroso
47,1819.6,3,13.6,1,Universitario,3741.93,no_moroso
31,,4,18.8,0,Tecnico,9676.56,no_moroso
24,2777.5,7,2.5,0,Posgrado,11321.11,no_moroso
56,13917.05,0,31.6,0,Tecnico,34289.36,moroso
53,12221.18,2,16.3,0,Secundaria,30963.6,no_moroso
39,,0,13.8,0,Tecnico,17789.92,no_moroso
65,14765.2,8,,0,UNIVERSITARIO,39458.95,no_moroso
48,8184.36,8,5.7,1,Tecnico,21758.52,no_moroso
55,6393.83,9,1.3,0,Posgrado,20491.31,no_moroso
65,7553.6,3,29.4,0,Tecnico,18711.01,no_moroso
53,3685.27,5,14.0,0,Universitario,11764.53,no_moroso
43,9648.21,8,0.6,0,Posgrado,29175.02,no_moroso
38,12208.15,3,15.5,1,Universitario,30697.94,no_moroso
39,4485.91,8,27.9,0,Tecnico,11605.91,no_moroso
34,8402.2,2,32.4,1,Universitario,20041.68,moroso
22,12091.97,4,13.7,0,Tecnico,30849.12,no_moroso
19,7351.26,1,1.2,1,Posgrado,20324.54,no_moroso
53,8857.03,9,14.5,0,Universitario,24967.61,no_moroso
42,11376.63,4,21.2,1,Secundaria,27208.52,no_moroso
66,7656.58,1,27.6,0,Universitario,19525.46,no_moroso
57,1250.6,7,20.0,1,Universitario,4068.64,no_moroso
20,2292.81,1,8.9,1,Universitario,5799.66,no_moroso
60,5327.63,1,7.7,1,Secundaria,11367.23,no_moroso
39,11309.04,9,1.4,1,Posgrado,31623.77,no_moroso
65,3544.78,0,45.5,0,Secundaria,6941.25,moroso
27,5172.89,6,13.2,0,Posgrado,16501.56,no_moroso
54,12967.93,5,,0,Universitario,34937.65,no_moroso
23,9093.3,8,118.0,0,Secundaria,18273.88,moroso
64,6178.83,4,30.9,1,TECNICO,12895.55,moroso
51,13020.05,5,3.2,1,TECNICO,32192.2,no_moroso
64,9759.69,9,7.7,0,Tecnico,25951.39,no_moroso
27,11208.05,9,55.0,0,Tecnico,27378.57,moroso
63,,2,38.7,0,Tecnico,2103.95,moroso
43,14181.67,9,17.6,0,Posgrado,39399.26,no_moroso
23,2227.43,2,10.7,0,Tecnico,5030.11,no_moroso
33,13746.79,1,20.6,0,Universitario,35711.9,no_moroso
35,9539.72,4,6.7,1,Tecnico,24374.85,no_moroso
59,7127.75,7,4.5,0,Secundaria,19167.65,no_moroso
20,11162.77,5,0.5,0,Universitario,30576.5,no_moroso
50,12715.66,7,6.6,0,Tecnico,33367.93,no_moroso
54,10628.95,0,45.8,1,Universitario,24021.98,moroso
19,,6,26.7,1,Universitario,34227.07,no_moroso
55,12623.56,9,12.4,0,Tecnico,33815.7,no_moroso
29,13893.94,5,12.7,0,Posgrado,38853.99,no_moroso
66,8340.96,2,12.7,1,Universitario,20358.46,no_moroso
19,,6,1.7,1,Posgrado,4187.73,no_moroso
44,8151.79,3,,0,Secundaria,20513.25,no_moroso
50,11540.09,7,23.3,0,Tecnico,29339.83,no_moroso
61,12404.51,8,3.3,0,Universitario,35222.49,no_moroso
58,,6,8.4,0,Tecnico,13833.14,no_moroso
30,7598.45,0,16.8,0,Tecnico,18225.35,no_moroso
46,5407.89,5,13.9,0,universitario,15451.59,no_moroso
59,9327.19,4,5.3,0,Tecnico,23848.74,no_moroso
61,6391.91,5,30.1,0,Tecnico,15708.12,moroso
20,2593.97,5,1.1,1,Secundaria,4262.42,no_moroso
61,9807.51,6,44.7,1,Posgrado,24900.24,moroso
64,4804.1,6,7.9,0,Secundaria,13133.16,no_moroso
41,8747.74,3,3.9,1,Secundaria,20015.18,no_moroso
53,3372.85,4,37.8,0,Universitario,8928.52,moroso
46,10405.89,1,8.9,0,Posgrado,30304.0,no_moroso
24,6779.02,9,49.4,1,universitario,15949.73,moroso
69,12475.87,6,25.3,1,Tecnico,30109.65,no_moroso
29,10916.13,7,33.1,1,Posgrado,27732.75,moroso
38,,1,9.0,0,Tecnico,10915.44,no_moroso
28,8870.99,8,10.9,0,Posgrado,26701.7,no_moroso
38,4029.13,6,30.0,1,Tecnico,8731.88,no_moroso
47,5704.89,7,15.3,0,Universitario,16780.91,no_moroso
65,3325.94,8,40.9,0,Secundaria,8321.36,moroso
36,3415.54,2,0.2,1,Tecnico,7678.48,no_moroso
48,8478.03,3,4.7,1,Tecnico,21735.16,no_moroso
33,2458.91,1,4.4,0,Secundaria,5702.14,no_moroso
54,12982.54,7,,0,Tecnico,32576.41,no_moroso
32,5138.17,5,39.9,1,Universitario,12280.09,moroso
22,2142.69,9,3.1,0,Tecnico,7202.29,no_moroso
44,6224.4,3,,0,Tecnico,16999.52,no_moroso
42,8039.46,9,16.0,1,Secundaria,20285.71,no_moroso
43,14994.92,6,33.6,1,Universitario,36752.55,moroso
38,1997.66,9,4.1,1,Posgrado,8358.26,no_moroso
64,7678.22,2,5.1,1,Universitario,19650.38,no_moroso
18,12237.49,2,46.1,0,Universitario,29999.5,moroso
51,8942.64,1,12.9,1,Posgrado,22865.8,no_moroso
19,4949.16,8,,0,Universitario,15277.17,no_moroso
26,1731.62,3,3.7,1,Universitario,4609.48,no_moroso
23,13719.37,7,68.8,0,Tecnico,32583.13,moroso
58,12654.14,5,1.8,0,Universitario,33490.0,no_moroso
54,13505.4,1,4.2,1,Tecnico,32997.23,no_moroso
49,9634.11,6,29.6,0,Universitario,25576.88,no_moroso
37,12834.47,6,26.3,0,Tecnico,32928.91,no_moroso
53,976.97,8,,1,Universitario,2268.49,no_moroso
54,3041.5,6,13.7,1,Tecnico,7248.18,no_moroso
62,1398.05,3,17.2,1,Universitario,3818.96,no_moroso
24,11009.59,8,6.7,1,Tecnico,27572.79,no_moroso
49,2394.05,5,4.8,1,Universitario,6509.86,no_moroso
23,5160.61,4,0.5,0,Posgrado,15639.65,no_moroso
26,9482.61,8,12.5,0,Tecnico,25842.52,no_moroso
41,10899.28,0,,0,Universitario,27000.98,moroso
51,13780.61,9,30.8,1,Universitario,34850.62,moroso
31,924.03,1,7.8,0,Universitario,4751.66,no_moroso
34,7989.48,2,25.3,0,Secundaria,19550.67,no_moroso
35,14767.3,7,21.5,0,Posgrado,39471.88,no_moroso
36,6534.76,7,20.8,0,Universitario,17856.26,no_moroso
43,10868.79,4,1.0,0,Secundaria,28392.47,no_moroso
56,4749.45,3,3.2,1,Tecnico,11990.04,no_moroso
61,11986.97,9,12.6,0,Universitario,32600.71,no_moroso
39,4256.94,7,19.6,1,Posgrado,12222.74,no_moroso
52,2077.83,1,57.6,0,tecnico,2944.12,moroso
22,10781.86,8,32.4,0,Universitario,28155.33,moroso
64,6610.21,7,16.8,0,Tecnico,17139.9,no_moroso
56,14254.38,0,0.5,1,Universitario,35554.53,no_moroso
28,,4,13.0,0,Tecnico,32716.92,no_moroso
41,5260.49,5,1.1,0,Secundaria,13873.7,no_moroso
64,11285.03,0,1.6,1,Universitario,27215.05,no_moroso
49,9712.1,4,35.0,1,Secundaria,22442.11,moroso
40,,3,15.7,0,Universitario,35991.48,no_moroso
23,1615.33,6,6.3,0,Universitario,6216.78,no_moroso
43,5516.14,3,,0,Universitario,15254.05,no_moroso
68,7124.31,9,0.1,1,Universitario,19815.24,no_moroso
67,12442.16,5,6.5,0,Posgrado,34950.09,no_moroso
69,12717.97,7,5.4,0,Universitario,33401.74,no_moroso
40,13835.24,1,1.3,1,Tecnico,33887.12,no_moroso
38,7696.5,0,2.2,0,Posgrado,22041.74,no_moroso
20,8572.08,4,1.4,0,Universitario,23638.4,no_moroso
39,12427.1,4,6.2,0,Universitario,33145.88,no_moroso
49,9100.09,3,,1,Tecnico,21551.02,no_moroso
20,6473.79,5,12.4,1,Universitario,16711.6,no_moroso
46,14361.76,4,42.1,1,Posgrado,35380.2,moroso
26,10705.06,5,6.1,0,Posgrado,30535.6,no_moroso
36,9609.86,3,8.9,0,Secundaria,23650.9,no_moroso
48,8701.67,4,5.1,0,Universitario,23348.81,no_moroso
52,11654.98,9,47.8,0,universitario,28963.93,moroso
44,8745.22,5,17.2,0,Universitario,23084.14,no_moroso
24,5760.13,3,6.1,0,Secundaria,14479.3,no_moroso
33,6981.78,0,25.2,0,Universitario,17980.09,no_moroso
69,13310.23,8,17.9,0,Secundaria,34067.27,no_moroso
50,14771.74,9,42.5,1,Universitario,37283.76,moroso
31,,1,0.4,0,Tecnico,15975.13,no_moroso
18,9110.44,7,7.1,0,Universitario,25147.56,no_moroso
46,14372.65,1,,1,Universitario,36255.4,no_moroso
31,2729.2,4,23.3,0,Universitario,8088.64,no_moroso
29,8270.22,3,4.9,0,Posgrado,23731.93,no_moroso
52,9768.27,5,1.2,0,Universitario,27538.61,no_moroso
59,4657.4,5,,1,Tecnico,11027.31,no_moroso
40,14879.39,5,9.3,0,Tecnico,37167.04,no_moroso
25,1934.59,1,0.5,1,Universitario,4644.11,no_moroso
22,3101.56,8,7.9,0,Tecnico,9868.06,no_moroso
57,9090.82,6,,0,Universitario,25455.05,no_moroso
65,9771.05,3,5.3,1,Universitario,25812.47,no_moroso
27,3725.24,6,11.7,1,Tecnico,8589.24,no_moroso
51,6009.54,8,,0,Secundaria,276237.13302101824,no_moroso
65,1477.08,1,28.7,0,Secundaria,2367.88,no_moroso
66,4411.82,2,,1,Tecnico,10317.9,no_moroso
32,3701.97,6,20.0,1,Universitario,9712.34,no_moroso
19,9757.63,1,13.3,1,Tecnico,23585.48,no_moroso
60,10511.83,8,8.4,0,TECNICO,27456.88,no_moroso
38,5673.08,7,25.9,1,Universitario,14066.91,no_moroso
57,8359.07,7,0.4,0,Tecnico,23254.54,no_moroso
50,11066.21,8,10.9,0,Secundaria,28743.82,no_moroso
38,8781.05,3,3.8,1,Posgrado,24130.57,no_moroso
56,,1,20.0,0,Universitario,5314.15,no_moroso
46,994.15,2,21.7,0,Universitario,3573.98,no_moroso
24,1557.46,5,5.6,0,Posgrado,8622.83,no_moroso
39,9772.3,5,7.6,0,Posgrado,27298.04,no_moroso
50,11074.2,7,22.5,0,Universitario,29214.15,no_moroso
69,6519.9,1,2.9,0,Tecnico,17108.88,no_moroso
42,9446.28,3,3.0,1,Tecnico,22657.98,no_moroso
41,8350.56,6,2.6,1,Tecnico,20464.92,no_moroso
48,3777.61,6,6.4,0,Tecnico,10368.01,no_moroso
54,11942.83,1,0.6,0,Posgrado,31921.65,no_moroso
31,12586.6,5,7.7,0,SECUNDARIA,32156.81,no_moroso
53,3228.09,7,21.2,0,Tecnico,8385.23,no_moroso
29,12110.19,0,16.0,1,Universitario,30147.33,no_moroso
28,11558.91,8,0.9,0,Universitario,32462.06,no_moroso
41,1286.8,6,,1,Tecnico,3512.44,no_moroso
22,8724.61,5,35.1,0,Universitario,22067.44,moroso
54,8227.59,0,9.5,1,Tecnico,18440.43,no_moroso
65,14584.2,5,0.6,0,Tecnico,37333.1,no_moroso
64,13847.43,4,3.2,0,Tecnico,35879.75,no_moroso
36,9158.62,2,6.0,0,Tecnico,23353.14,no_moroso
69,13493.7,4,20.0,1,Universitario,33894.07,no_moroso
25,7003.67,4,6.1,1,Tecnico,16252.8,no_moroso
19,9659.4,2,2.9,0,Universitario,25414.82,no_moroso
45,12181.15,1,5.6,0,Tecnico,31522.66,no_moroso
62,5727.11,6,5.3,1,Tecnico,14060.49,no_moroso
62,11972.0,7,0.0,0,Universitario,32752.16,no_moroso
35,12777.46,4,2.8,0,Posgrado,35089.24,no_moroso
65,2556.13,1,14.1,0,Tecnico,6430.95,no_moroso
50,1859.06,8,14.2,0,Secundaria,214636.06769089418,no_moroso
45,2836.73,0,11.1,0,Tecnico,6739.96,no_moroso
53,852.6,0,49.1,0,Secundaria,200.0,moroso
67,7423.65,5,1.5,1,Tecnico,18530.56,no_moroso
28,,1,,1,Secundaria,25399.13,moroso
56,3600.42,4,10.1,1,Secundaria,7798.99,no_moroso
28,13460.42,9,18.9,1,Posgrado,36746.63,no_moroso
39,13602.21,9,25.2,1,Secundaria,32392.4,no_moroso
64,5891.71,7,5.4,1,UNIVERSITARIO,15600.29,no_moroso
67,13232.96,0,31.7,1,Universitario,31783.35,moroso
18,13217.86,5,8.7,1,Secundaria,32628.2,no_moroso
37,14060.98,5,3.6,1,Tecnico,35957.69,no_moroso
34,12641.41,5,7.2,1,Tecnico,31810.26,no_moroso
24,12550.01,6,,1,Universitario,31526.01,no_moroso
61,3524.38,4,24.0,0,Tecnico,9047.77,no_moroso
52,6860.91,4,0.2,0,Universitario,18835.2,no_moroso
49,1589.02,2,6.3,1,Tecnico,2767.13,no_moroso
47,12839.14,4,,1,Posgrado,33565.85,no_moroso
64,2440.93,1,32.5,1,Universitario,4597.58,moroso
30,2450.32,1,25.0,1,Universitario,4669.88,no_moroso
64,6179.39,6,34.1,0,Tecnico,15786.83,moroso
18,10020.75,7,5.5,0,Posgrado,28985.31,no_moroso
32,1181.36,4,34.0,0,Secundaria,1896.66,moroso
24,3637.62,7,5.7,1,Posgrado,12660.37,no_moroso
33,13844.55,7,3.2,1,Secundaria,34777.31,no_moroso
39,8547.84,0,6.5,0,Posgrado,23774.45,no_moroso
31,7326.27,8,29.8,0,Tecnico,18795.45,no_moroso
29,7755.33,9,9.7,1,Posgrado,21673.58,no_moroso
54,14234.81,6,7.3,0,Universitario,37441.95,no_moroso
65,9154.92,1,1.5,1,Secundaria,21071.94,no_moroso
24,14185.72,4,8.2,1,Tecnico,33885.89,no_moroso
62,9151.18,4,18.8,1,Universitario,23302.32,no_moroso
61,8780.24,3,2.1,1,Universitario,22550.81,no_moroso
40,11615.3,1,0.0,0,Universitario,31106.87,no_moroso
20,10873.31,6,74.8,0,Posgrado,27604.49,moroso
67,4502.24,0,9.7,0,Tecnico,12224.92,no_moroso
50,11982.08,5,3.2,0,Tecnico,31117.9,no_moroso
42,11707.71,3,0.7,1,Tecnico,27892.76,no_moroso
60,,2,35.2,0,Posgrado,8846.27,moroso
22,,1,26.1,0,Universitario,13341.18,no_moroso
19,9025.72,1,5.4,0,Secundaria,22776.34,no_moroso
49,7798.43,1,16.8,0,Universitario,20813.46,no_moroso
35,,8,8.7,1,Tecnico,20557.75,no_moroso
43,14073.61,7,,1,Posgrado,38178.06,no_moroso
32,12876.99,9,11.4,0,Tecnico,33848.56,no_moroso
34,3978.33,4,25.6,0,Secundaria,9006.38,no_moroso
19,10145.76,2,5.0,0,Universitario,26182.38,no_moroso
47,11606.63,2,0.1,0,Universitario,31675.04,no_moroso
64,12832.55,3,19.4,1,Universitario,31273.8,no_moroso
64,9350.0,7,15.9,1,Universitario,24110.06,no_moroso
46,7069.28,6,53.2,0,Tecnico,16407.7,moroso
49,4244.36,6,32.6,0,Tecnico,10484.28,moroso
39,12636.13,1,20.5,0,Tecnico,31921.74,no_moroso
37,1751.06,8,,0,Secundaria,5540.19,no_moroso
42,4828.16,6,7.3,0,Secundaria,13062.38,no_moroso
45,8560.28,7,16.0,0,Tecnico,22462.21,no_moroso
22,14190.73,4,14.8,0,Posgrado,38608.44,no_moroso
65,1986.4,4,26.7,0,Tecnico,5022.4,no_moroso
26,2338.77,2,,0,Secundaria,4131.14,moroso
25,13960.29,4,1.8,0,Tecnico,36352.74,no_moroso
18,4749.0,7,36.8,0,Posgrado,14822.08,moroso
53,12073.72,3,0.9,1,Posgrado,31631.64,no_moroso
54,6735.8,1,,0,Universitario,17961.76,no_moroso
52,7055.83,0,,1,Posgrado,18358.61,no_moroso
18,3783.18,0,1.3,1,Universitario,211791.56018984597,no_moroso
60,4940.89,4,37.5,1,Tecnico,9442.77,moroso
55,10628.15,0,9.4,1,Tecnico,24332.12,no_moroso
37,1403.73,7,20.0,0,Universitario,4981.43,no_moroso
38,,6,12.6,0,Universitario,35766.36,no_moroso
49,12992.77,2,0.2,0,Secundaria,257425.4634464972,no_moroso
35,13754.99,1,22.9,0,Tecnico,33906.4,no_moroso
52,5322.39,2,1.5,1,Tecnico,12585.82,no_moroso
42,12460.38,1,20.9,0,Secundaria,30198.28,no_moroso
58,5841.08,0,32.3,0,Universitario,14110.34,moroso
27,8254.82,8,2.4,0,Secundaria,22675.08,no_moroso
25,2301.53,0,,0,Posgrado,8733.61,no_moroso
65,936.35,4,10.2,0,Tecnico,2505.9,no_moroso
23,13845.07,2,11.2,0,UNIVERSITARIO,36615.45,no_moroso
63,13260.42,8,12.0,0,Posgrado,37055.02,no_moroso
45,8463.5,0,8.3,1,Universitario,20056.36,no_moroso
58,1177.86,2,47.0,1,Tecnico,200.0,moroso
37,9773.99,8,5.1,0,Secundaria,25113.97,no_moroso
39,13877.76,4,39.8,0,Tecnico,34953.01,moroso
66,,7,4.2,0,Posgrado,35414.56,no_moroso
43,14774.77,0,17.3,0,Secundaria,35952.51,no_moroso
