distrito,area_m2,habitaciones,banos,antiguedad_anos,estacionamiento,precio_alquiler,precio_categoria
Jesus Maria,195.0,1,1,29.0,0,3940.0,premium
La Molina,172.0,3,3,,0,6090.0,premium
La Molina,149.0,2,2,10.0,0,5360.0,premium
San Isidro,,3,2,,1,5050.0,premium
San Isidro,93.5,1,1,20.0,1,5220.0,premium
Ate,202.5,3,3,27.0,1,3960.0,premium
Jesus Maria,197.3,4,2,33.0,0,4640.0,premium
San Miguel,159.5,4,3,29.0,1,4560.0,premium
San Borja,53.4,3,2,4.0,1,4510.0,premium
JESUS MARIA,67.4,4,1,8.0,1,3690.0,premium
Barranco,218.8,3,2,24.0,0,5650.0,premium
Lince,,2,2,33.0,1,3890.0,premium
Jesus Maria,,3,3,9.0,1,5550.0,premium
Chorrillos,170.8,3,3,12.0,1,4330.0,premium
Miraflores,63.6,4,1,22.0,1,5030.0,premium
Pueblo Libre,149.3,1,1,10.0,0,3540.0,premium
La Molina,134.0,3,2,32.0,1,4690.0,premium
San Borja,131.1,4,2,,1,5280.0,premium
Carabayllo,166.5,5,2,21.0,0,3380.0,premium
Chorrillos,120.7,2,2,28.0,1,3010.0,premium
Jesus Maria,132.6,3,1,13.0,1,4050.0,premium
Magdalena,63.2,4,1,16.0,0,3700.0,premium
San Juan de Lurigancho,209.8,5,2,16.0,1,4420.0,premium
La Molina,70.7,2,2,37.0,1,3810.0,premium
Pueblo Libre,102.8,1,1,9.0,0,3230.0,premium
Jesus Maria,207.4,3,1,37.0,0,4080.0,premium
Pueblo Libre,139.8,2,2,,1,4080.0,premium
San Borja,197.0,2,2,32.0,1,5600.0,premium
Jesus Maria,155.8,4,2,38.0,1,3960.0,premium
Surco,197.0,1,1,9.0,0,5720.0,premium
Surco,42.7,4,1,2.0,1,4850.0,premium
Carabayllo,132.9,5,2,17.0,1,3160.0,premium
San Juan de Lurigancho,72.6,2,2,24.0,0,1600.0,moderado
Surco,71.1,5,2,9.0,0,4790.0,premium
Ate,,5,1,26.0,1,4090.0,premium
San Miguel,194.4,2,2,11.0,0,4630.0,premium
La Molina,,3,2,31.0,1,5090.0,premium
Miraflores,117.7,3,1,6.0,1,5920.0,premium
Jesus Maria,118.0,5,3,6.0,1,4760.0,premium
Pueblo Libre,184.5,5,1,29.0,0,4570.0,premium
Chorrillos,99.4,4,3,11.0,1,3410.0,premium
Carabayllo,42.8,5,1,19.0,0,1880.0,moderado
San Juan de Lurigancho,86.6,4,2,15.0,1,2700.0,moderado
San Miguel,201.3,4,2,29.0,0,4300.0,premium
Barranco,,4,2,19.0,1,5540.0,premium
Pueblo Libre,,3,2,32.0,1,3570.0,premium
San Isidro,146.5,5,2,33.0,0,6090.0,premium
San Juan de Lurigancho,204.1,4,1,28.0,0,3420.0,premium
La Molina,200.2,1,1,7.0,1,5940.0,premium
San Juan de Lurigancho,176.0,3,1,33.0,1,3090.0,premium
Miraflores,107.9,3,1,,1,5180.0,premium
Carabayllo,212.2,2,1,16.0,1,3840.0,premium
Lince,207.8,5,2,34.0,1,4620.0,premium
La Molina,216.3,1,1,31.0,1,5100.0,premium
Lince,177.9,2,1,23.0,1,3760.0,premium
San Isidro,173.0,1,1,15.0,0,6360.0,premium
Barranco,131.6,5,2,23.0,0,4980.0,premium
San Borja,194.8,3,1,29.0,0,5070.0,premium
Ate,,3,3,11.0,0,3360.0,premium
Chorrillos,104.1,2,2,20.0,0,2880.0,moderado
San Miguel,155.6,3,1,35.0,1,4000.0,premium
Miraflores,203.1,4,3,9.0,0,6800.0,premium
La Molina,89.5,1,1,7.0,0,4090.0,premium
Lince,167.5,3,1,18.0,0,3780.0,premium
Magdalena,105.6,2,2,2.0,0,3960.0,premium
Miraflores,128.2,1,1,3.0,1,6060.0,premium
San Juan de Lurigancho,185.0,4,1,12.0,1,3930.0,premium
San Borja,82.2,5,1,20.0,0,4610.0,premium
Lince,79.6,1,1,14.0,1,2700.0,moderado
Surco,198.9,3,1,,0,6410.0,premium
Miraflores,174.4,1,1,8.0,0,6080.0,premium
Miraflores,58.6,3,3,33.0,1,4550.0,premium
Ate,52.1,1,1,11.0,1,1850.0,moderado
Jesus Maria,110.6,5,2,,0,3790.0,premium
Barranco,210.7,5,1,29.0,0,5390.0,premium
Pueblo Libre,55.9,2,2,33.0,1,2470.0,moderado
San Isidro,66.9,1,1,14.0,1,4820.0,premium
Surco,215.2,4,2,38.0,1,5960.0,premium
San Borja,84.4,1,1,28.0,1,4170.0,premium
Barranco,174.2,4,1,9.0,0,5350.0,premium
Chorrillos,73.6,2,2,9.0,0,53843.0,moderado
San Juan de Lurigancho,101.0,5,2,20.0,1,2960.0,moderado
San Miguel,104.7,1,1,11.0,1,3570.0,premium
Lince,114.0,3,1,,1,3250.0,premium
San Miguel,,4,2,14.0,1,3190.0,premium
San Juan de Lurigancho,122.1,5,2,35.0,1,2680.0,moderado
Lince,42.4,4,2,35.0,1,2260.0,moderado
san isidro,,5,1,15.0,1,7160.0,premium
Barranco,209.4,3,2,38.0,0,4920.0,premium
Chorrillos,201.3,2,2,6.0,1,4640.0,premium
La Molina,186.1,5,2,13.0,1,6210.0,premium
San Juan de Lurigancho,,2,1,,1,3000.0,moderado
La Molina,182.9,2,2,13.0,1,5710.0,premium
San Borja,192.9,1,1,37.0,0,4770.0,premium
Carabayllo,210.7,1,1,9.0,0,3440.0,premium
Barranco,172.1,2,1,8.0,0,4930.0,premium
Barranco,173.0,3,2,34.0,0,4420.0,premium
San Borja,132.7,4,3,9.0,1,5570.0,premium
Jesus Maria,85.9,4,3,25.0,1,3720.0,premium
Chorrillos,126.2,3,2,37.0,1,2930.0,moderado
Lince,85.9,1,1,14.0,1,2890.0,moderado
miraflores,214.6,4,1,20.0,0,6470.0,premium
Surco,85.6,2,2,4.0,0,4850.0,premium
Pueblo Libre,208.7,2,2,27.0,1,4800.0,premium
Jesus Maria,119.2,1,1,8.0,1,3920.0,premium
Miraflores,71.0,4,3,12.0,1,5590.0,premium
Surco,90.2,1,1,,0,3830.0,premium
Chorrillos,136.6,3,2,8.0,1,3990.0,premium
Carabayllo,219.8,4,2,29.0,1,4100.0,premium
La Molina,61.0,1,1,36.0,1,3090.0,premium
San Isidro,198.3,2,2,,1,6080.0,premium
Ate,147.5,1,1,33.0,0,2510.0,moderado
Chorrillos,174.0,5,2,14.0,1,4280.0,premium
Barranco,135.8,2,2,29.0,1,4520.0,premium
San Borja,54.6,1,1,,0,40381.0,premium
Jesus Maria,126.8,3,1,25.0,1,3580.0,premium
Jesus Maria,48.5,5,2,22.0,1,3570.0,premium
Lince,88.6,1,1,33.0,1,2310.0,moderado
San Borja,122.5,1,1,12.0,1,4710.0,premium
Ate,212.2,3,3,7.0,1,4810.0,premium
Carabayllo,77.6,1,1,6.0,1,2000.0,moderado
San Isidro,63.3,5,3,36.0,1,5550.0,premium
San Juan de Lurigancho,186.8,5,3,33.0,1,3830.0,premium
Barranco,127.1,5,3,9.0,1,5720.0,premium
Lince,108.5,3,2,23.0,1,3330.0,premium
Magdalena,115.5,2,2,35.0,0,3320.0,premium
Lince,212.1,1,1,18.0,1,4220.0,premium
Magdalena,,4,2,14.0,1,4290.0,premium
CHORRILLOS,162.9,1,1,34.0,1,3010.0,premium
Surco,128.9,5,1,14.0,0,5170.0,premium
SAN JUAN DE LURIGANCHO,76.8,2,1,18.0,0,1780.0,moderado
San Isidro,179.6,3,1,13.0,1,6930.0,premium
San Isidro,174.7,5,2,22.0,0,6720.0,premium
San Miguel,156.6,4,1,8.0,1,4640.0,premium
Miraflores,103.8,4,1,26.0,0,5180.0,premium
Lince,96.8,2,2,15.0,0,3090.0,premium
Ate,173.1,3,3,31.0,0,3210.0,premium
San Juan de Lurigancho,52.2,5,1,2.0,1,2510.0,moderado
Barranco,164.1,5,2,12.0,1,5690.0,premium
San Miguel,212.7,1,1,16.0,0,4220.0,premium
Jesus Maria,204.7,5,1,20.0,1,5240.0,premium
La Molina,,2,2,35.0,0,3270.0,premium
San Miguel,45.8,4,1,22.0,0,2380.0,moderado
San Juan de Lurigancho,67.5,2,1,19.0,0,1790.0,moderado
Magdalena,56.4,1,1,6.0,0,3060.0,premium
Miraflores,146.4,3,3,35.0,1,5790.0,premium
Lince,181.5,3,2,34.0,1,3820.0,premium
Lince,193.4,5,1,35.0,1,4480.0,premium
Magdalena,90.1,2,1,3.0,0,3720.0,premium
Surco,141.6,5,2,14.0,1,5950.0,premium
San Borja,103.0,5,3,1.0,1,5890.0,premium
Barranco,45.7,2,1,32.0,1,3090.0,premium
Jesus Maria,,3,2,12.0,1,3310.0,premium
Pueblo Libre,141.3,1,1,10.0,1,3690.0,premium
San Isidro,181.7,4,1,26.0,1,6780.0,premium
Carabayllo,,5,1,14.0,1,3070.0,premium
San Miguel,71.1,2,2,23.0,1,3130.0,premium
Jesus Maria,123.6,2,2,13.0,1,4030.0,premium
La Molina,109.3,2,1,16.0,0,4470.0,premium
SURCO,116.8,4,3,,1,6090.0,premium
Surco,123.7,2,1,7.0,1,5240.0,premium
Miraflores,201.0,3,2,29.0,0,6000.0,premium
Carabayllo,99.0,4,1,7.0,1,2940.0,moderado
Miraflores,48.1,5,2,9.0,1,5340.0,premium
San Juan de Lurigancho,40.9,1,1,39.0,0,34966.0,economico
Magdalena,175.4,4,3,8.0,1,5330.0,premium
Barranco,173.7,2,2,10.0,1,5570.0,premium
Lince,188.1,3,3,37.0,0,3770.0,premium
San Miguel,170.2,3,3,33.0,1,3960.0,premium
San Isidro,121.8,1,1,28.0,1,5440.0,premium
Surco,,5,2,12.0,1,5610.0,premium
San Isidro,128.3,4,2,15.0,0,6220.0,premium
Lince,220.0,3,1,2.0,1,5130.0,premium
San Isidro,125.6,2,2,38.0,0,5360.0,premium
San Isidro,62.4,2,1,5.0,1,5550.0,premium
Pueblo Libre,54.6,4,1,23.0,1,3200.0,premium
Barranco,45.7,2,1,32.0,1,3090.0,premium
Lince,111.6,1,1,20.0,1,3130.0,premium
Pueblo Libre,144.3,5,2,21.0,1,4160.0,premium
La Molina,150.2,5,1,15.0,1,5310.0,premium
Miraflores,164.7,5,2,,1,6950.0,premium
Ate,130.9,4,2,0.0,1,4070.0,premium
Chorrillos,,2,2,0.0,1,4610.0,premium
Surco,146.2,3,3,30.0,1,4960.0,premium
Miraflores,76.0,1,1,0.0,1,5080.0,premium
Lince,71.5,5,2,22.0,1,3450.0,premium
La Molina,61.4,3,3,7.0,0,4600.0,premium
San Isidro,103.4,3,3,17.0,0,5860.0,premium
Miraflores,102.2,5,1,1.0,1,6080.0,premium
Surco,95.8,2,2,13.0,1,4780.0,premium
La Molina,132.0,3,1,3.0,1,5160.0,premium
Magdalena,116.6,5,1,6.0,0,4450.0,premium
San Borja,118.9,1,1,,0,4290.0,premium
Miraflores,219.4,1,1,17.0,0,6120.0,premium
La Molina,162.8,1,1,,1,5590.0,premium
San Miguel,78.9,2,1,9.0,0,3100.0,premium
San Isidro,91.6,4,2,8.0,1,6220.0,premium
CARABAYLLO,,1,1,4.0,0,2160.0,moderado
Magdalena,55.1,4,1,17.0,1,3180.0,premium
Miraflores,142.1,4,3,9.0,1,6610.0,premium
Carabayllo,208.0,1,1,35.0,0,2570.0,moderado
Magdalena,54.0,4,3,0.0,1,4210.0,premium
San Miguel,165.2,1,1,37.0,0,3510.0,premium
Surco,218.6,4,3,24.0,1,6550.0,premium
Surco,91.3,5,3,23.0,1,5330.0,premium
San Juan de Lurigancho,216.8,4,2,37.0,1,3900.0,premium
Miraflores,118.7,3,2,21.0,1,5520.0,premium
ATE,145.5,3,1,31.0,1,3130.0,premium
MAGDALENA,161.7,3,3,24.0,1,4740.0,premium
Pueblo Libre,,5,2,5.0,1,3730.0,premium
Surco,104.1,2,2,16.0,1,4840.0,premium
Magdalena,101.2,3,2,8.0,1,4200.0,premium
Miraflores,159.1,1,1,27.0,1,5260.0,premium
San Isidro,136.4,1,1,9.0,1,6110.0,premium
Chorrillos,197.2,1,1,37.0,1,3390.0,premium
Lince,200.3,2,1,37.0,1,4020.0,premium
Jesus Maria,,1,1,18.0,1,4580.0,premium
Magdalena,,5,1,25.0,0,4280.0,premium
Barranco,167.8,1,1,11.0,1,5070.0,premium
San Juan de Lurigancho,47.7,4,1,16.0,0,2080.0,moderado
Carabayllo,105.2,5,2,37.0,1,2360.0,moderado
Miraflores,96.9,1,1,21.0,1,4860.0,premium
Carabayllo,124.9,4,1,33.0,1,2290.0,moderado
Ate,118.1,5,1,24.0,1,3120.0,premium
Jesus Maria,82.1,5,1,19.0,1,3690.0,premium
Ate,127.4,3,2,16.0,1,3310.0,premium
San Borja,121.9,4,1,23.0,1,4750.0,premium
Chorrillos,191.8,5,3,30.0,1,4690.0,premium
Chorrillos,180.3,4,3,24.0,0,3970.0,premium
Barranco,47.7,4,3,39.0,1,3590.0,premium
Carabayllo,214.4,3,1,9.0,1,4210.0,premium
Ate,202.7,2,2,,0,3750.0,premium
Surco,205.4,3,2,1.0,1,6680.0,premium
San Miguel,187.1,4,2,33.0,1,4460.0,premium
Jesus Maria,212.2,2,1,20.0,1,4700.0,premium
La Molina,99.1,2,2,21.0,1,4380.0,premium
San Miguel,177.5,5,1,21.0,1,4550.0,premium
PUEBLO LIBRE,71.1,3,2,16.0,1,3120.0,premium
San Miguel,94.7,3,3,29.0,1,3400.0,premium
Surco,47.8,1,1,15.0,1,3880.0,premium
Miraflores,70.7,5,3,19.0,1,5440.0,premium
Magdalena,70.7,4,2,34.0,1,3280.0,premium
Carabayllo,,1,1,25.0,1,2790.0,moderado
Pueblo Libre,124.9,4,1,31.0,1,3750.0,premium
Miraflores,213.2,3,2,16.0,0,6500.0,premium
La Molina,157.6,4,2,24.0,1,5530.0,premium
Miraflores,71.1,2,2,7.0,0,5300.0,premium
Barranco,,2,2,15.0,1,3840.0,premium
Jesus Maria,154.2,1,1,18.0,0,3670.0,premium
San Borja,116.7,2,2,24.0,1,4650.0,premium
Ate,146.9,2,1,29.0,1,2430.0,moderado
Surco,129.3,1,1,30.0,0,4030.0,premium
Barranco,,5,1,3.0,1,6060.0,premium
La Molina,185.6,5,3,25.0,0,5760.0,premium
San Isidro,95.0,5,1,12.0,1,6180.0,premium
Magdalena,104.7,2,2,26.0,1,3320.0,premium
Jesus Maria,,1,1,1.0,0,4660.0,premium
Miraflores,216.5,5,2,,0,7200.0,premium
Magdalena,62.2,1,1,19.0,1,2870.0,moderado
San Juan de Lurigancho,68.6,3,2,26.0,1,2200.0,moderado
San Isidro,69.2,3,1,25.0,0,5090.0,premium
Surco,65.9,4,1,39.0,1,3780.0,premium
Miraflores,166.5,4,2,6.0,1,6950.0,premium
Ate,100.7,4,1,33.0,1,2720.0,moderado
San Juan de Lurigancho,165.0,1,1,15.0,1,3060.0,premium
Pueblo Libre,145.7,3,3,17.0,0,4190.0,premium
Miraflores,175.3,1,1,11.0,1,5920.0,premium
Pueblo Libre,114.1,1,1,8.0,1,3520.0,premium
Carabayllo,127.6,3,1,29.0,0,1930.0,moderado
Ate,152.1,3,2,36.0,1,2920.0,moderado
San Isidro,195.3,4,2,18.0,0,6980.0,premium
Magdalena,181.4,5,2,14.0,1,5330.0,premium
ATE,60.5,5,2,36.0,1,2450.0,moderado
San Miguel,74.6,1,1,12.0,0,3020.0,premium
San Juan de Lurigancho,179.1,2,1,7.0,1,3620.0,premium
magdalena,44.6,5,2,6.0,1,3730.0,premium
Carabayllo,98.5,1,1,36.0,0,1380.0,economico
Carabayllo,127.2,1,1,35.0,0,1670.0,moderado
Barranco,57.8,5,2,7.0,1,4710.0,premium
Magdalena,91.9,4,2,24.0,0,3660.0,premium
Barranco,172.1,2,2,25.0,1,4890.0,premium
San Miguel,41.3,1,1,25.0,0,2000.0,moderado
Surco,82.2,5,2,27.0,1,4500.0,premium
Ate,142.7,2,1,35.0,0,2280.0,moderado
Chorrillos,49.5,3,3,4.0,1,3110.0,premium
Magdalena,132.2,1,1,,0,3470.0,premium
San Miguel,47.3,4,2,27.0,1,3110.0,premium
san miguel,66.6,1,1,,0,2090.0,moderado
Lince,160.3,1,1,22.0,1,3480.0,premium
San Juan de Lurigancho,73.9,5,3,37.0,1,2450.0,moderado
San Juan de Lurigancho,41.1,2,2,35.0,0,1240.0,economico
San Juan de Lurigancho,108.0,3,1,22.0,1,2460.0,moderado
San Juan de Lurigancho,180.4,5,3,24.0,0,3770.0,premium
La Molina,158.2,5,1,1.0,1,6210.0,premium
PUEBLO LIBRE,172.6,4,2,23.0,0,4390.0,premium
Ate,186.4,1,1,3.0,1,3870.0,premium
Jesus Maria,119.6,5,1,25.0,1,3800.0,premium
Surco,59.6,2,1,12.0,1,4100.0,premium
Barranco,87.1,5,2,6.0,0,4980.0,premium
Lince,210.4,5,3,6.0,1,5620.0,premium
Miraflores,59.1,4,1,10.0,1,60526.0,premium
Carabayllo,126.8,2,2,20.0,1,2730.0,moderado
Miraflores,53.7,5,1,24.0,0,4740.0,premium
San Juan de Lurigancho,166.3,5,2,,0,2920.0,moderado
San Miguel,134.1,2,2,32.0,1,3700.0,premium
Miraflores,125.3,4,3,2.0,1,6510.0,premium
Pueblo Libre,,4,1,4.0,0,5130.0,premium
Magdalena,123.7,5,3,13.0,0,4670.0,premium
Lince,97.6,3,1,33.0,1,3010.0,premium
Miraflores,,1,1,37.0,0,4120.0,premium
San Borja,169.5,1,1,32.0,1,4490.0,premium
Lince,199.3,2,2,9.0,1,4840.0,premium
Miraflores,115.2,3,3,34.0,1,5500.0,premium
Carabayllo,89.7,4,2,33.0,1,2320.0,moderado
Magdalena,,2,2,24.0,1,3400.0,premium
San Isidro,200.5,1,1,24.0,0,5990.0,premium
La Molina,144.9,2,2,21.0,0,4930.0,premium
Lince,99.1,1,1,18.0,1,2810.0,moderado
Barranco,143.2,4,2,0.0,1,5740.0,premium
Barranco,189.2,3,3,11.0,1,5900.0,premium
Lince,203.4,3,2,34.0,0,55521.0,premium
Pueblo Libre,171.3,5,3,1.0,1,5610.0,premium
Jesus Maria,183.5,4,2,4.0,1,5460.0,premium
Lince,94.4,2,2,14.0,0,2600.0,moderado
San Juan de Lurigancho,60.0,5,1,21.0,0,1930.0,moderado
Jesus Maria,139.7,4,1,37.0,1,3630.0,premium
Miraflores,95.4,3,3,13.0,1,5750.0,premium
Pueblo Libre,,1,1,24.0,1,2410.0,moderado
Jesus Maria,135.4,5,3,13.0,0,4550.0,premium
San Miguel,141.2,2,2,11.0,1,4290.0,premium
La Molina,169.2,4,2,30.0,1,5390.0,premium
Carabayllo,54.0,3,2,17.0,0,1810.0,moderado
Miraflores,82.7,4,3,34.0,1,4900.0,premium
San Miguel,149.2,4,1,2.0,1,4820.0,premium
Lince,161.3,1,1,2.0,0,3990.0,premium
Lince,124.3,3,2,8.0,1,3950.0,premium
Chorrillos,46.6,3,1,,1,2280.0,moderado
Surco,118.0,3,3,23.0,1,5110.0,premium
La Molina,148.8,4,1,30.0,0,4990.0,premium
Ate,76.8,3,2,4.0,1,2930.0,moderado
San Isidro,186.2,4,2,4.0,1,7500.0,premium
La Molina,118.1,2,2,39.0,1,4230.0,premium
Carabayllo,217.3,5,3,27.0,1,4190.0,premium
San Juan de Lurigancho,42.1,3,1,27.0,1,1500.0,economico
San Isidro,164.3,2,1,20.0,1,5980.0,premium
La Molina,198.8,5,3,,1,6790.0,premium
Carabayllo,164.1,4,2,,0,3960.0,premium
Carabayllo,83.2,4,1,15.0,1,2530.0,moderado
Carabayllo,218.1,5,1,12.0,0,4420.0,premium
Surco,,1,1,11.0,1,4290.0,premium
San Miguel,74.7,3,2,,0,2830.0,moderado
San Isidro,165.2,4,1,17.0,1,6810.0,premium
San Isidro,41.2,2,2,34.0,0,4420.0,premium
San Juan de Lurigancho,118.0,4,2,38.0,0,2460.0,moderado
La Molina,83.9,2,2,18.0,1,4430.0,premium
Pueblo Libre,132.9,2,1,7.0,0,3850.0,premium
San Isidro,136.9,4,1,15.0,0,6200.0,premium
Ate,117.1,4,3,5.0,0,3700.0,premium
Lince,206.5,1,1,8.0,1,4400.0,premium
SAN JUAN DE LURIGANCHO,47.9,4,1,1.0,1,2640.0,moderado
Chorrillos,55.8,5,1,31.0,1,2540.0,moderado
Chorrillos,41.8,1,1,21.0,1,1910.0,moderado
Chorrillos,63.7,3,1,0.0,0,2610.0,moderado
Pueblo Libre,46.7,4,2,9.0,0,2820.0,moderado
Lince,133.2,1,1,7.0,0,3420.0,premium
Lince,203.0,3,2,38.0,0,3540.0,premium
La Molina,219.5,2,2,20.0,1,6020.0,premium
Lince,194.0,1,1,20.0,1,4000.0,premium
Miraflores,85.7,5,1,3.0,1,6050.0,premium
Miraflores,,5,3,18.0,0,5640.0,premium
La Molina,203.8,2,2,24.0,1,5220.0,premium
La Molina,79.1,5,3,6.0,1,5240.0,premium
Magdalena,100.5,1,1,4.0,1,3800.0,premium
la molina,210.9,1,1,11.0,1,5480.0,premium
Magdalena,117.9,5,2,21.0,1,4380.0,premium
Lince,46.9,1,1,37.0,1,1820.0,moderado
La Molina,53.5,1,1,10.0,1,3970.0,premium
Magdalena,217.2,1,1,2.0,1,5430.0,premium
San Miguel,127.6,3,2,9.0,1,4440.0,premium
San Miguel,51.2,3,1,15.0,0,2780.0,moderado
La Molina,90.7,2,1,15.0,1,4380.0,premium
Miraflores,69.2,1,1,11.0,1,4940.0,premium
San Borja,63.3,3,3,23.0,1,4260.0,premium
Magdalena,91.4,4,2,13.0,1,3960.0,premium
Jesus Maria,53.6,5,2,,0,2840.0,moderado
Barranco,215.6,5,1,2.0,1,6770.0,premium
Miraflores,104.9,4,3,37.0,1,5450.0,premium
Lince,147.7,5,2,4.0,1,4460.0,premium
Ate,162.3,4,3,13.0,0,3540.0,premium
Pueblo Libre,125.5,3,3,21.0,1,4020.0,premium
La Molina,157.8,3,1,12.0,0,4970.0,premium
Jesus Maria,98.6,5,1,28.0,0,3530.0,premium
Barranco,113.9,5,1,34.0,1,4300.0,premium
San Miguel,40.6,4,1,38.0,0,1840.0,moderado
Chorrillos,122.2,3,3,17.0,0,3550.0,premium
San Miguel,93.2,2,2,21.0,1,3380.0,premium
Jesus Maria,198.9,4,2,17.0,1,5490.0,premium
Pueblo Libre,219.3,1,1,15.0,0,4340.0,premium
Carabayllo,162.9,2,2,31.0,1,2840.0,moderado
Magdalena,64.9,3,1,12.0,1,3680.0,premium
San Isidro,121.8,3,1,24.0,1,6140.0,premium
Chorrillos,115.2,5,3,14.0,0,3810.0,premium
San Borja,171.5,1,1,7.0,1,62022.0,premium
Barranco,44.2,1,1,23.0,1,3210.0,premium
La Molina,61.5,1,1,3.0,1,4290.0,premium
San Isidro,125.1,3,1,37.0,0,5080.0,premium
San Miguel,,3,3,15.0,0,4290.0,premium
San Miguel,,2,2,31.0,1,3370.0,premium
San Miguel,155.7,1,1,,0,4080.0,premium
chorrillos,120.8,3,2,13.0,1,3660.0,premium
Pueblo Libre,50.4,1,1,0.0,0,2810.0,moderado
Ate,185.9,2,1,13.0,1,3760.0,premium
Jesus Maria,49.0,2,2,2.0,1,3550.0,premium
Jesus Maria,,4,2,35.0,1,3870.0,premium
Surco,180.9,5,3,18.0,1,6180.0,premium
San Miguel,168.8,5,1,34.0,1,4270.0,premium
San Isidro,195.4,1,1,17.0,0,6070.0,premium
San Borja,119.4,4,2,30.0,1,4840.0,premium
San Isidro,63.6,2,2,25.0,0,4890.0,premium
San Isidro,178.5,3,1,37.0,1,6010.0,premium
San Juan de Lurigancho,72.4,2,2,15.0,0,2130.0,moderado
La Molina,91.6,4,2,9.0,0,4730.0,premium
Lince,172.4,4,1,9.0,0,4280.0,premium
San Juan de Lurigancho,46.5,3,2,35.0,0,1210.0,economico
Surco,45.8,1,1,10.0,0,3660.0,premium
Miraflores,138.3,4,3,29.0,1,5850.0,premium
San Juan de Lurigancho,206.6,1,1,16.0,0,3050.0,premium
Lince,218.8,1,1,31.0,1,4140.0,premium
Lince,73.2,2,2,11.0,0,2530.0,moderado
San Isidro,58.4,2,2,34.0,1,4610.0,premium
Surco,92.4,3,2,2.0,0,4980.0,premium
Surco,148.9,5,1,30.0,1,5290.0,premium
Carabayllo,76.2,3,3,17.0,1,2410.0,moderado
San Juan de Lurigancho,47.6,3,3,16.0,0,1980.0,moderado
San Juan de Lurigancho,45.7,3,3,32.0,1,54839.0,moderado
Miraflores,208.4,3,3,15.0,0,6560.0,premium
Magdalena,154.5,4,3,17.0,1,4890.0,premium
Pueblo Libre,209.6,3,2,39.0,1,4030.0,premium
JESUS MARIA,120.9,4,2,13.0,1,4470.0,premium
Jesus Maria,218.8,4,2,33.0,1,4820.0,premium
Chorrillos,74.5,3,3,,0,2530.0,moderado
Surco,91.8,1,1,4.0,1,4680.0,premium
Miraflores,79.4,4,2,19.0,1,5220.0,premium
Lince,169.9,3,1,12.0,1,4290.0,premium
Magdalena,214.1,1,1,18.0,1,4820.0,premium
Barranco,100.3,3,2,5.0,1,4680.0,premium
La Molina,81.6,4,2,32.0,1,4570.0,premium
La Molina,204.9,3,1,24.0,1,5500.0,premium
lince,190.5,5,1,16.0,0,4330.0,premium
La Molina,202.2,1,1,4.0,0,5440.0,premium
Barranco,94.9,3,2,21.0,1,4390.0,premium
San Miguel,119.4,1,1,1.0,1,3960.0,premium
Miraflores,153.4,4,3,8.0,1,6500.0,premium
Ate,119.6,3,2,19.0,0,2560.0,moderado
Chorrillos,77.0,1,1,8.0,1,2720.0,moderado
Ate,91.2,5,3,13.0,1,3350.0,premium
San Borja,182.5,1,1,5.0,1,5670.0,premium
Carabayllo,216.7,4,1,,1,4320.0,premium
Miraflores,96.5,3,2,13.0,0,5470.0,premium
Jesus Maria,179.5,2,2,24.0,1,4510.0,premium
San Isidro,44.2,5,2,,0,5370.0,premium
Pueblo Libre,126.0,3,3,32.0,1,3500.0,premium
Barranco,62.9,4,2,22.0,0,3900.0,premium
Barranco,136.9,4,3,7.0,1,5430.0,premium
La Molina,71.9,3,1,3.0,1,4480.0,premium
Carabayllo,41.8,3,2,5.0,1,2410.0,moderado
Ate,126.7,5,1,5.0,0,3760.0,premium
Pueblo Libre,44.8,3,2,,1,2700.0,moderado
Ate,126.7,4,3,28.0,1,3220.0,premium
San Juan de Lurigancho,135.2,3,3,15.0,1,46993.0,premium
Barranco,82.7,3,2,20.0,1,4110.0,premium
La Molina,157.7,3,3,14.0,1,5620.0,premium
Jesus Maria,160.7,3,2,12.0,0,4560.0,premium
San Isidro,170.7,1,1,20.0,1,6400.0,premium
Ate,124.1,3,2,,0,2860.0,moderado
Carabayllo,125.1,2,2,34.0,1,2170.0,moderado
Pueblo Libre,,1,1,15.0,1,4040.0,premium
SAN MIGUEL,203.1,1,1,24.0,1,4320.0,premium
San Borja,206.2,5,3,19.0,1,6580.0,premium
San Miguel,108.7,5,1,29.0,1,3810.0,premium
San Miguel,216.9,1,1,21.0,1,4320.0,premium
Magdalena,208.0,2,2,25.0,1,5070.0,premium
San Isidro,45.5,4,3,,1,6020.0,premium
Miraflores,100.5,5,3,23.0,1,5650.0,premium
Miraflores,213.4,2,1,0.0,0,6840.0,premium
ate,54.1,3,1,15.0,0,1830.0,moderado
San Juan de Lurigancho,87.4,4,1,21.0,1,2920.0,moderado
Ate,109.7,2,1,3.0,1,3150.0,premium
Magdalena,215.6,5,2,,1,5500.0,premium
Lince,201.3,5,3,8.0,1,5270.0,premium
Jesus Maria,184.6,2,2,9.0,0,4540.0,premium
Surco,81.5,4,1,39.0,1,4490.0,premium
Chorrillos,144.3,5,2,17.0,1,3800.0,premium
Surco,143.0,5,1,35.0,0,4810.0,premium
Lince,143.5,5,3,15.0,1,4710.0,premium
Jesus Maria,,2,2,26.0,1,4020.0,premium
Jesus Maria,121.2,3,1,,1,3930.0,premium
